inchikey1	num_of_stereo_conf	smiles_can	smiles_iso
WLBLUFXBTJPJQM	4	CC1CN(CC(O1)C)C(=O)C2=CC=CC=C2NC(=O)C3=CC=C(C=C3)C	CC1CN(CC(O1)C)C(=O)C2=CC=CC=C2NC(=O)C3=CC=C(C=C3)C,C[C@@H]1CN(C[C@@H](O1)C)C(=O)C2=CC=CC=C2NC(=O)C3=CC=C(C=C3)C,C[C@@H]1CN(C[C@H](O1)C)C(=O)C2=CC=CC=C2NC(=O)C3=CC=C(C=C3)C,C[C@H]1CN(C[C@@H](O1)C)C(=O)C2=CC=CC=C2NC(=O)C3=CC=C(C=C3)C
XNMVAPGCGJVSOX	4	CC1CN(CC(O1)C)CCCCOC2=CC=CC=C2C(=O)C	CC1CN(CC(O1)C)CCCCOC2=CC=CC=C2C(=O)C,C[C@@H]1CN(C[C@@H](O1)C)CCCCOC2=CC=CC=C2C(=O)C,C[C@H]1CN(C[C@@H](O1)C)CCCCOC2=CC=CC=C2C(=O)C,C[C@@H]1CN(C[C@H](O1)C)CCCCOC2=CC=CC=C2C(=O)C
GLTAMWKATHYAKX	4	C1CN(CCC1OCC2=CN=CC=C2)C(C=CC3=CC=CC=C3)C(=O)O	C1CN(CCC1OCC2=CN=CC=C2)C(/C=C/C3=CC=CC=C3)C(=O)O,C1CN(CCC1OCC2=CN=CC=C2)C(C=CC3=CC=CC=C3)C(=O)O,C1CN(CCC1OCC2=CN=CC=C2)[C@@H](/C=C/C3=CC=CC=C3)C(=O)O,C1CN(CCC1OCC2=CN=CC=C2)[C@H](/C=C/C3=CC=CC=C3)C(=O)O
ZYRWMTKFRHVGCH	4	CC(C)N1C(CC(C1=O)CS)CS	CC(C)N1[C@H](C[C@H](C1=O)CS)CS,CC(C)N1[C@@H](C[C@H](C1=O)CS)CS,CC(C)N1[C@H](C[C@@H](C1=O)CS)CS,CC(C)N1[C@@H](C[C@@H](C1=O)CS)CS
UNYSBAHRXUDMKM	4	CC1=CC=C(C=C1)S(=O)(=O)N2C(C2C=C)CC(C)C	CC1=CC=C(C=C1)S(=O)(=O)N2[C@H]([C@@H]2C=C)CC(C)C,CC1=CC=C(C=C1)S(=O)(=O)N2[C@H]([C@H]2C=C)CC(C)C,CC1=CC=C(C=C1)S(=O)(=O)N2[C@@H]([C@H]2C=C)CC(C)C,CC1=CC=C(C=C1)S(=O)(=O)N2[C@@H]([C@@H]2C=C)CC(C)C
FSLDPGBNORLTBR	4	COC1=CC=CC=C1C2C3=C(C4=CC=CC=C4CC3)N=C5N2C(=O)C(=CC6=CC=CS6)S5	COC1=CC=CC=C1C2C3=C(C4=CC=CC=C4CC3)N=C5N2C(=O)C(=CC6=CC=CS6)S5,COC1=CC=CC=C1C2C3=C(C4=CC=CC=C4CC3)N=C5N2C(=O)/C(=C/C6=CC=CS6)/S5,COC1=CC=CC=C1[C@@H]2C3=C(C4=CC=CC=C4CC3)N=C5N2C(=O)/C(=C/C6=CC=CS6)/S5,COC1=CC=CC=C1[C@H]2C3=C(C4=CC=CC=C4CC3)N=C5N2C(=O)/C(=C/C6=CC=CS6)/S5
NLVYBXHFUWRFLO	4	CCCCCCCCCC=CC(C(CO)NC(=O)CCC)O	CCCCCCCCCC=CC(C(CO)NC(=O)CCC)O,CCCCCCCCCC=CC([C@H](CO)NC(=O)CCC)O,CCCCCCCCC/C=C/[C@H]([C@H](CO)NC(=O)CCC)O,CCCCCCCCCC=C[C@H]([C@H](CO)NC(=O)CCC)O
NIMVJEVMCSOWGT	4	CCOC(=C(C#N)C(=O)OCC)C=CN(C)C	CCO/C(=C(/C#N)\C(=O)OCC)/C=C/N(C)C,CCO/C(=C(\C#N)/C(=O)OCC)/C=C/N(C)C,CCOC(=C(C#N)C(=O)OCC)C=CN(C)C,CCOC(=C(C#N)C(=O)OCC)/C=C/N(C)C
DPSVAJOUDJRIIM	4	CCCCCCCCCCCCCCCCCC(=O)NC(CO)C(C(CCCC=CCCCCCCCCC)O)O	CCCCCCCCCCCCCCCCCC(=O)NC(CO)[C@@H](C(CCC/C=C\CCCCCCCCC)O)O,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H]([C@@H](CCC/C=C/CCCCCCCCC)O)O,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H]([C@@H](CCC/C=C\CCCCCCCCC)O)O,CCCCCCCCCCCCCCCCCC(=O)NC(CO)C(C(CCC/C=C/CCCCCCCCC)O)O
BHRJTHZCYQYDSM	4	COC(=O)C=CC1CCCCN1	COC(=O)/C=C/[C@H]1CCCCN1,COC(=O)/C=C\C1CCCCN1,COC(=O)/C=C/C1CCCCN1,COC(=O)C=CC1CCCCN1
VIOXNPPYWFKBCR	4	CC(CCCCCCCCC(C)C(=O)O)C(=O)O	C[C@H](CCCCCCCC[C@H](C)C(=O)O)C(=O)O,C[C@H](CCCCCCCC[C@@H](C)C(=O)O)C(=O)O,C[C@@H](CCCCCCCC[C@H](C)C(=O)O)C(=O)O,CC(CCCCCCCCC(C)C(=O)O)C(=O)O
UKUHBVAGJJSXOV	4	COC(=O)C1C2CCC(O2)CC1C3=CC=C(C=C3)C4=CC=CO4	COC(=O)[C@@H]1[C@H]2CC[C@H](O2)C[C@@H]1C3=CC=C(C=C3)C4=CC=CO4,COC(=O)[C@@H]1[C@H]2CC[C@H](O2)C[C@H]1C3=CC=C(C=C3)C4=CC=CO4,COC(=O)[C@H]1[C@H](CC2CCC1O2)C3=CC=C(C=C3)C4=CC=CO4,COC(=O)[C@H]1[C@@H](CC2CCC1O2)C3=CC=C(C=C3)C4=CC=CO4
KUEAKBUJPKQVJA	4	CC(C)C(C(=CC1=C(C=C(C=C1)Cl)Cl)N2C=NC=N2)O	CC(C)C(C(=CC1=C(C=C(C=C1)Cl)Cl)N2C=NC=N2)O,CC(C)C(/C(=C/C1=C(C=C(C=C1)Cl)Cl)/N2C=NC=N2)O,CC(C)[C@@H](/C(=C/C1=C(C=C(C=C1)Cl)Cl)/N2C=NC=N2)O,CC(C)[C@H](/C(=C/C1=C(C=C(C=C1)Cl)Cl)/N2C=NC=N2)O
OYRMCDUFNWKPSY	4	C1C2CC3(CC1CC(C2)(C3)C(=O)N)CC(=O)N	C1[C@@H]2CC3(C[C@H]1CC(C2)(C3)C(=O)N)CC(=O)N,C1C2CC3(CC1CC(C2)(C3)C(=O)N)CC(=O)N,C1[C@H]2CC3(C[C@H]1CC(C2)(C3)C(=O)N)CC(=O)N,C1[C@@H]2CC3(C[C@@H]1CC(C2)(C3)C(=O)N)CC(=O)N
JTKBVVZHIVBBLB	4	CCCN1CCCC2C1CC3=CNC4=CC=CC2=C34	CCCN1CCCC2C1CC3=CNC4=CC=CC2=C34,CCCN1CCCC2[C@H]1CC3=CNC4=CC=CC2=C34,CCCN1CCC[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34,CCCN1CCC[C@@H]2[C@@H]1CC3=CNC4=CC=CC2=C34
SWFKKAOUQQAALN	4	CNC1=CC=CC=C1C2=NC3C=CC=CC3N2	CNC1=CC=CC=C1C2=NC3C=CC=CC3N2,CNC1=CC=CC=C1C2=N[C@@H]3C=CC=C[C@@H]3N2,CNC1=CC=CC=C1C2=N[C@H]3C=CC=C[C@@H]3N2,CNC1=CC=CC=C1C2=N[C@@H]3C=CC=C[C@H]3N2
YAUKGQFUBWZFEV	4	CC(C1=CC2=C(CCCC2)C=C1)NC(=O)CNC(C)C3=CC=CO3	C[C@@H](C1=CC2=C(CCCC2)C=C1)NC(=O)CN[C@@H](C)C3=CC=CO3,C[C@H](C1=CC2=C(CCCC2)C=C1)NC(=O)CN[C@@H](C)C3=CC=CO3,C[C@@H](C1=CC2=C(CCCC2)C=C1)NC(=O)CN[C@H](C)C3=CC=CO3,C[C@H](C1=CC2=C(CCCC2)C=C1)NC(=O)CN[C@H](C)C3=CC=CO3
AEBPZIDTVZFESD	4	C1CCC2C(C1)C(=O)N(C2=O)C3CCC(CC3)C(=O)O	C1CC[C@@H]2[C@@H](C1)C(=O)N(C2=O)C3CCC(CC3)C(=O)O,C1CC[C@H]2[C@@H](C1)C(=O)N(C2=O)C3CCC(CC3)C(=O)O,C1CC[C@H]2[C@H](C1)C(=O)N(C2=O)C3CCC(CC3)C(=O)O,C1CCC2C(C1)C(=O)N(C2=O)C3CCC(CC3)C(=O)O
COHBRPVKIQZORM	4	CCC12CC(C(CC1CCC3=C2C=CC(=C3)O)(CC4=CC=CC=C4)O)(C)O	CCC12CC(C(CC1CCC3=C2C=CC(=C3)O)(CC4=CC=CC=C4)O)(C)O,CC[C@@]12C[C@@]([C@@](C[C@H]1CCC3=C2C=CC(=C3)O)(CC4=CC=CC=C4)O)(C)O,CCC12CC(C(C[C@H]1CCC3=C2C=CC(=C3)O)(CC4=CC=CC=C4)O)(C)O,CC[C@@]12CC(C(C[C@H]1CCC3=C2C=CC(=C3)O)(CC4=CC=CC=C4)O)(C)O
JZLSFPPNIOIYBD	4	COC1=CC=C(C=C1)CN2C(=O)C3C(CC=N3)NC2=O	COC1=CC=C(C=C1)CN2C(=O)[C@@H]3[C@@H](CC=N3)NC2=O,COC1=CC=C(C=C1)CN2C(=O)[C@H]3[C@@H](CC=N3)NC2=O,COC1=CC=C(C=C1)CN2C(=O)[C@@H]3[C@H](CC=N3)NC2=O,COC1=CC=C(C=C1)CN2C(=O)[C@H]3[C@H](CC=N3)NC2=O
SZDUVFFLQDTHAA	4	CC(C(=O)NC1=CC(=C(C=C1)F)F)OC(=O)C(C)OC2=CC=C(C=C2)F	C[C@@H](C(=O)NC1=CC(=C(C=C1)F)F)OC(=O)[C@@H](C)OC2=CC=C(C=C2)F,C[C@H](C(=O)NC1=CC(=C(C=C1)F)F)OC(=O)[C@@H](C)OC2=CC=C(C=C2)F,C[C@@H](C(=O)NC1=CC(=C(C=C1)F)F)OC(=O)[C@H](C)OC2=CC=C(C=C2)F,C[C@H](C(=O)NC1=CC(=C(C=C1)F)F)OC(=O)[C@H](C)OC2=CC=C(C=C2)F
WPVPRDWOYYJXRT	4	CC1CN(CC(O1)C)C(=O)C2=NNC(=C2)C3=CC=CO3	C[C@@H]1CN(C[C@H](O1)C)C(=O)C2=NNC(=C2)C3=CC=CO3,C[C@@H]1CN(C[C@@H](O1)C)C(=O)C2=NNC(=C2)C3=CC=CO3,C[C@H]1CN(C[C@@H](O1)C)C(=O)C2=NNC(=C2)C3=CC=CO3,CC1CN(CC(O1)C)C(=O)C2=NNC(=C2)C3=CC=CO3
LMUNGVBGYXROPF	4	CC1=CC=C(C=C1)NC(=O)C(C)OC(=O)C=CC2=CC=C(C=C2)OC	CC1=CC=C(C=C1)NC(=O)[C@H](C)OC(=O)/C=C/C2=CC=C(C=C2)OC,CC1=CC=C(C=C1)NC(=O)[C@@H](C)OC(=O)/C=C/C2=CC=C(C=C2)OC,CC1=CC=C(C=C1)NC(=O)C(C)OC(=O)/C=C/C2=CC=C(C=C2)OC,CC1=CC=C(C=C1)NC(=O)C(C)OC(=O)C=CC2=CC=C(C=C2)OC
RGECGDWTZTZNPJ	4	CCOC(=O)C1C(NC(=O)NC1C2=CC=C(C=C2)OC)C	CCOC(=O)[C@@H]1[C@@H](NC(=O)N[C@H]1C2=CC=C(C=C2)OC)C,CCOC(=O)[C@H]1[C@@H](NC(=O)N[C@@H]1C2=CC=C(C=C2)OC)C,CCOC(=O)C1C(NC(=O)NC1C2=CC=C(C=C2)OC)C,CCOC(=O)[C@H]1[C@H](NC(=O)N[C@@H]1C2=CC=C(C=C2)OC)C
PSUDAQNIQNWLHN	4	CCN(CC)C(=O)C1CCC2C1(CCC3C2CNC4=CC(=O)CCC34C)C	CCN(CC)C(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CNC4=CC(=O)CC[C@]34C)C,CCN(CC)C(=O)[C@H]1CCC2[C@@]1(CCC3C2CNC4=CC(=O)CC[C@]34C)C,CCN(CC)C(=O)C1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CNC4=CC(=O)CC[C@]34C)C,CCN(CC)C(=O)C1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CNC4=CC(=O)CC[C@]34C)C
CRUQPSJNYOOUSU	4	CC1=NN=C(C=C1)N2CCC3C2CCC(O3)C(=O)NC	CC1=NN=C(C=C1)N2CC[C@@H]3[C@H]2CC[C@H](O3)C(=O)NC,CC1=NN=C(C=C1)N2CC[C@H]3[C@@H]2CC[C@H](O3)C(=O)NC,CC1=NN=C(C=C1)N2CC[C@H]3[C@@H]2CC[C@@H](O3)C(=O)NC,CC1=NN=C(C=C1)N2CC[C@@H]3[C@@H]2CC[C@@H](O3)C(=O)NC
UBTMSSZGERYAHT	4	CC1=CC(=CC=C1)CC(C)(C=CC2C(CC3C2CC(=C3)CCCCC(=O)N(C)C)O)O	CC1=CC(=CC=C1)C[C@](C)(/C=C/[C@H]2[C@@H](C[C@H]3[C@@H]2CC(=C3)CCCCC(=O)N(C)C)O)O,CC1=CC(=CC=C1)C[C@@](C)(/C=C/[C@H]2[C@@H](C[C@H]3[C@@H]2CC(=C3)CCCCC(=O)N(C)C)O)O,CC1=CC(=CC=C1)C[C@@](C)(C=C[C@H]2[C@@H](C[C@H]3[C@@H]2CC(=C3)CCCCC(=O)N(C)C)O)O,CC1=CC(=CC=C1)C[C@](C)(C=C[C@H]2[C@@H](C[C@H]3[C@@H]2CC(=C3)CCCCC(=O)N(C)C)O)O
AKMNCHYPLKUWEV	4	CC1CC(CN(C1)CCOCCOC2=CC(=CC=C2)OC3=CC=CC=C3)C	CC1CC(CN(C1)CCOCCOC2=CC(=CC=C2)OC3=CC=CC=C3)C,C[C@@H]1C[C@@H](CN(C1)CCOCCOC2=CC(=CC=C2)OC3=CC=CC=C3)C,C[C@H]1C[C@@H](CN(C1)CCOCCOC2=CC(=CC=C2)OC3=CC=CC=C3)C,C[C@@H]1C[C@H](CN(C1)CCOCCOC2=CC(=CC=C2)OC3=CC=CC=C3)C
AWCXRDFBKSQPEQ	4	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=CC=C5)O)O)O)O)O)O	CC1[C@@H]([C@@H](C([C@@H](O1)OCC2[C@H](C(C([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=CC=C5)O)O)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=CC=C5)O)O)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=CC=C5)O)O)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=CC=C5)O)O)O)O)O)O
FEGFFPRZMKVIKM	4	CC(=C)C#CC12C(O1)C(C=CC2=O)O	CC(=C)C#C[C@]12[C@H](O1)[C@H](C=CC2=O)O,CC(=C)C#CC12C(O1)C(C=CC2=O)O,CC(=C)C#C[C@@]12[C@@H](O1)[C@H](C=CC2=O)O,CC(=C)C#C[C@@]12[C@@H](O1)[C@@H](C=CC2=O)O
ZTLUXDJANCPNKV	4	CC(C=CC1=CC=C(C=C1)C2=CC=CC=C2)N(C(=O)C)O	C[C@H](C=CC1=CC=C(C=C1)C2=CC=CC=C2)N(C(=O)C)O,C[C@H](/C=C/C1=CC=C(C=C1)C2=CC=CC=C2)N(C(=O)C)O,CC(/C=C/C1=CC=C(C=C1)C2=CC=CC=C2)N(C(=O)C)O,C[C@@H](/C=C/C1=CC=C(C=C1)C2=CC=CC=C2)N(C(=O)C)O
UNQORWIWJBSHDD	4	CC1CC2C3=CC(=C(C=C3CCN2C(=O)O1)OC)OC	C[C@@H]1C[C@@H]2C3=CC(=C(C=C3CCN2C(=O)O1)OC)OC,C[C@H]1C[C@@H]2C3=CC(=C(C=C3CCN2C(=O)O1)OC)OC,C[C@@H]1C[C@H]2C3=CC(=C(C=C3CCN2C(=O)O1)OC)OC,C[C@H]1C[C@H]2C3=CC(=C(C=C3CCN2C(=O)O1)OC)OC
AYESCXPKJQDVGF	4	CC1CNCC1(CC(=O)OC(C)(C)C)C(=O)O	CC1CNCC1(CC(=O)OC(C)(C)C)C(=O)O,C[C@@H]1CNC[C@]1(CC(=O)OC(C)(C)C)C(=O)O,C[C@H]1CNC[C@@]1(CC(=O)OC(C)(C)C)C(=O)O,C[C@@H]1CNC[C@@]1(CC(=O)OC(C)(C)C)C(=O)O
WZMLGXNACIXNBD	4	C=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O	C=CC[C@H]1[C@H](C[C@H]([C@@H]1/C=C/[C@H](CCC2=CC=CC=C2)O)O)O,C=CCC1C(CC(C1/C=C/C(CCC2=CC=CC=C2)O)O)O,C=CC[C@H]1[C@H](C[C@H]([C@@H]1C=C[C@H](CCC2=CC=CC=C2)O)O)O,C=CC[C@H]1[C@H](C[C@H](C1/C=C/[C@H](CCC2=CC=CC=C2)O)O)O
OTRAYPQDIGAWSD	4	CC(CC(C(=O)O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	CC(CC(C(=O)O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C,C[C@H](CC(C(=O)O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4[C@@]3(CC[C@H](C4)O)C)C,C[C@H](C[C@H](C(=O)O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C,C[C@H](CC(C(=O)O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4[C@@]3(CCC(C4)O)C)C
LIBAWDOMKHCHSJ	4	CC12CC1(C(=O)C3=CC=CC=C3C2=O)C	CC12CC1(C(=O)C3=CC=CC=C3C2=O)C,C[C@@]12C[C@]1(C(=O)C3=CC=CC=C3C2=O)C,C[C@]12C[C@]1(C(=O)C3=CC=CC=C3C2=O)C,C[C@]12C[C@@]1(C(=O)C3=CC=CC=C3C2=O)C
KLZDHYQCVFJMKT	4	CC1C(C(OC1CO)N2C=NC(=N2)C(=O)N)C	C[C@@H]1[C@@H](O[C@@H](C1C)CO)N2C=NC(=N2)C(=O)N,CC1[C@H](O[C@H](C1C)N2C=NC(=N2)C(=O)N)CO,C[C@@H]1[C@@H]([C@H](O[C@H]1CO)N2C=NC(=N2)C(=O)N)C,CC1C(C(OC1CO)N2C=NC(=N2)C(=O)N)C
QJIFQWFMQGLPBC	4	CCC(=O)N1CC2(C1)C(C(N2C(=O)C3=CN=CC=C3)CO)C4=CC=CC=C4	CCC(=O)N1CC2(C1)[C@H]([C@@H](N2C(=O)C3=CN=CC=C3)CO)C4=CC=CC=C4,CCC(=O)N1CC2(C1)[C@H]([C@H](N2C(=O)C3=CN=CC=C3)CO)C4=CC=CC=C4,CCC(=O)N1CC2(C1)[C@@H]([C@H](N2C(=O)C3=CN=CC=C3)CO)C4=CC=CC=C4,CCC(=O)N1CC2(C1)[C@@H]([C@@H](N2C(=O)C3=CN=CC=C3)CO)C4=CC=CC=C4
YSRNMIQDJVMVJR	4	CC1C(C2=C1C=CN2)C	CC1C(C2=C1C=CN2)C,C[C@@H]1[C@@H](C2=C1C=CN2)C,C[C@H]1C(C2=C1C=CN2)C,C[C@@H]1C(C2=C1NC=C2)C
XBRYZTMBSJETNR	4	CCOC(=O)CC(C)(C=CC1=CC=CC=C1)O	CCOC(=O)C[C@](C)(/C=C/C1=CC=CC=C1)O,CCOC(=O)CC(C)(/C=C/C1=CC=CC=C1)O,CCOC(=O)CC(C)(C=CC1=CC=CC=C1)O,CCOC(=O)C[C@@](C)(/C=C/C1=CC=CC=C1)O
GDKHIWBIRLCZPE	4	CC1CCC(=C2C1CCC(=C2)C)C(C)CO	C[C@@H]1CCC(=C2[C@H]1CCC(=C2)C)[C@@H](C)CO,C[C@H]1CCC(=C2[C@H]1CCC(=C2)C)C(C)CO,CC1CCC(=C2C1CCC(=C2)C)C(C)CO,C[C@H]1CCC(=C2[C@@H]1CCC(=C2)C)C(C)CO
ZALBGELKFXESEA	4	CCC(C1=CC=NC=C1)C(CC)(C2=CC=C(C=C2)OCC3=CC=CC=C3)O	CC[C@@H](C1=CC=NC=C1)[C@](CC)(C2=CC=C(C=C2)OCC3=CC=CC=C3)O,CC[C@H](C1=CC=NC=C1)[C@@](CC)(C2=CC=C(C=C2)OCC3=CC=CC=C3)O,CC[C@H](C1=CC=NC=C1)[C@](CC)(C2=CC=C(C=C2)OCC3=CC=CC=C3)O,CC[C@@H](C1=CC=NC=C1)[C@@](CC)(C2=CC=C(C=C2)OCC3=CC=CC=C3)O
HNKUIICIHKSCLA	4	CCCN1CC(C=C2C1COC3=C2C=C(C=C3)OC)C	CCCN1C[C@@H](C=C2[C@@H]1COC3=C2C=C(C=C3)OC)C,CCCN1C[C@H](C=C2[C@@H]1COC3=C2C=C(C=C3)OC)C,CCCN1CC(C=C2C1COC3=C2C=C(C=C3)OC)C,CCCN1C[C@@H](C=C2[C@H]1COC3=C2C=C(C=C3)OC)C
AUGIGZGPNISFRF	4	COC(=CC=CC1=CC2=CC=CC=C2N1)C(=O)OC	CO/C(=C/C=C/C1=CC2=CC=CC=C2N1)/C(=O)OC,COC(=CC=CC1=CC2=CC=CC=C2N1)C(=O)OC,CO/C(=C\C=C\C1=CC2=CC=CC=C2N1)/C(=O)OC,CO/C(=C\C=C/C1=CC2=CC=CC=C2N1)/C(=O)OC
UBJZMXSXBMEPQS	4	CCOC=CC1=NC2=C(N=CN=C2N1C3C(C(C(O3)CO)O)O)N	CCOC=CC1=NC2=C(N=CN=C2N1[C@H]3C(C([C@H](O3)CO)O)O)N,CCOC=CC1=NC2=C(N=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,CCO/C=C/C1=NC2=C(N=CN=C2N1[C@H]3C(C([C@H](O3)CO)O)O)N,CCO/C=C/C1=NC2=C(N=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N
GFCDTYYGEKKLKI	4	C1CC2CC1CC2COC3=CC=CC4=C3N=C(C=C4)N	C1CC2CC1CC2COC3=CC=CC4=C3N=C(C=C4)N,C1C[C@H]2C[C@@H]1CC2COC3=CC=CC4=C3N=C(C=C4)N,C1C[C@H]2C[C@H]1CC2COC3=CC=CC4=C3N=C(C=C4)N,C1CC2C[C@@H]1CC2COC3=CC=CC4=C3N=C(C=C4)N
VYNOMUZYZAXYKN	4	CC1(CC(=O)CC2(C1CCC3(C2CCC(O3)(C)C=C)C)C)C	CC1(CC(=O)CC2(C1CCC3(C2CCC(O3)(C)C=C)C)C)C,C[C@@]1(CC[C@H]2[C@](O1)(CC[C@@H]3[C@@]2(CC(=O)CC3(C)C)C)C)C=C,C[C@@]1(CC[C@H]2[C@](O1)(CCC3[C@@]2(CC(=O)CC3(C)C)C)C)C=C,C[C@@]1(CC[C@@H]2[C@@](O1)(CCC3[C@]2(CC(=O)CC3(C)C)C)C)C=C
BEQMCUWTCFVCDL	4	CC1(C2CC1C3=CN=C(C=C3C2)C4=CC=CC=N4)C	CC1([C@@H]2C[C@H]1C3=CN=C(C=C3C2)C4=CC=CC=N4)C,CC1([C@H]2C[C@@H]1C3=CN=C(C=C3C2)C4=CC=CC=N4)C,CC1(C2CC1C3=CN=C(C=C3C2)C4=CC=CC=N4)C,CC1([C@@H]2CC1C3=CN=C(C=C3C2)C4=CC=CC=N4)C
FDCSARIFDWFXCU	4	CC1(CO1)C2CC3=C(O2)C=CC4=C3OC5COC6=CC(=C(C=C6C5C4=O)OC)OC	CC1(CO1)C2CC3=C(O2)C=CC4=C3OC5COC6=CC(=C(C=C6C5C4=O)OC)OC,C[C@@]1(CO1)[C@H]2CC3=C(O2)C=CC4=C3OC5COC6=CC(=C(C=C6C5C4=O)OC)OC,C[C@]1(CO1)[C@H]2CC3=C(O2)C=CC4=C3OC5COC6=CC(=C(C=C6C5C4=O)OC)OC,C[C@]1(CO1)[C@H]2CC3=C(O2)C=CC4=C3O[C@@H]5COC6=CC(=C(C=C6[C@@H]5C4=O)OC)OC
KZMDAPKCKMCFEV	4	CCOC(C)OC1C(N(C1=O)C(=O)NCC2=CC=CC=C2)C3=CC=CC=C3	CCOC(C)OC1C(N(C1=O)C(=O)NCC2=CC=CC=C2)C3=CC=CC=C3,CCOC(C)O[C@@H]1[C@@H](N(C1=O)C(=O)NCC2=CC=CC=C2)C3=CC=CC=C3,CCO[C@H](C)OC1C(N(C1=O)C(=O)NCC2=CC=CC=C2)C3=CC=CC=C3,CCOC(C)O[C@H]1C(N(C1=O)C(=O)NCC2=CC=CC=C2)C3=CC=CC=C3
WZZBQVBPQMPBSP	4	CCN(CC1C(C(N1C(=O)C2CC2)CO)C3=CC=C(C=C3)C=CC)C(=O)C	CCN(C[C@@H]1[C@H]([C@H](N1C(=O)C2CC2)CO)C3=CC=C(C=C3)/C=C/C)C(=O)C,CCN(C[C@H]1[C@@H]([C@@H](N1C(=O)C2CC2)CO)C3=CC=C(C=C3)/C=C/C)C(=O)C,CCN(C[C@@H]1[C@H]([C@@H](N1C(=O)C2CC2)CO)C3=CC=C(C=C3)/C=C/C)C(=O)C,CCN(C[C@H]1[C@@H]([C@H](N1C(=O)C2CC2)CO)C3=CC=C(C=C3)/C=C/C)C(=O)C
YBMLLTFWXBAJIS	4	C1CCC2CC(=NNC(=O)CN3C=CC=CC3=O)CCC2C1	C1CC[C@H]2C/C(=N\NC(=O)CN3C=CC=CC3=O)/CC[C@@H]2C1,C1CC[C@H]2C/C(=N\NC(=O)CN3C=CC=CC3=O)/CC[C@H]2C1,C1CC[C@@H]2C/C(=N\NC(=O)CN3C=CC=CC3=O)/CC[C@@H]2C1,C1CC[C@@H]2C/C(=N\NC(=O)CN3C=CC=CC3=O)/CC[C@H]2C1
LTCABXOBQOXXRS	4	CN1C2C(CN3C2=CC=C(C3=O)C=CC4=CC=CC=C4)C(C1C(=O)NCCCN5CCOCC5)CO	CN1[C@@H]2[C@@H](CN3C2=CC=C(C3=O)/C=C/C4=CC=CC=C4)[C@@H]([C@H]1C(=O)NCCCN5CCOCC5)CO,CN1[C@H]2[C@H](CN3C2=CC=C(C3=O)/C=C/C4=CC=CC=C4)[C@H]([C@@H]1C(=O)NCCCN5CCOCC5)CO,CN1[C@H]2[C@H](CN3C2=CC=C(C3=O)C=CC4=CC=CC=C4)[C@H]([C@@H]1C(=O)NCCCN5CCOCC5)CO,CN1[C@@H]2[C@@H](CN3C2=CC=C(C3=O)C=CC4=CC=CC=C4)[C@@H]([C@H]1C(=O)NCCCN5CCOCC5)CO
