inchikey1	num_of_stereo_conf	smiles_can	smiles_iso
OLILQAKVYQVGRH	4	CC1=C(C(=CC=C1)C)OC(=O)CN2C(=O)C3CCCCC3C2=O	CC1=C(C(=CC=C1)C)OC(=O)CN2C(=O)C3CCCCC3C2=O,CC1=C(C(=CC=C1)C)OC(=O)CN2C(=O)[C@@H]3CCCC[C@H]3C2=O,CC1=C(C(=CC=C1)C)OC(=O)CN2C(=O)[C@@H]3CCCC[C@@H]3C2=O,CC1=C(C(=CC=C1)C)OC(=O)CN2C(=O)[C@H]3CCCC[C@@H]3C2=O
FTDKWACFCUDDKI	4	C1CC23CC(=O)CC2C4=CC5=C(C=C4CCN3C1=O)OCO5	C1C[C@]23CC(=O)C[C@H]2C4=CC5=C(C=C4CCN3C1=O)OCO5,C1CC23CC(=O)CC2C4=CC5=C(C=C4CCN3C1=O)OCO5,C1C[C@@]23CC(=O)C[C@H]2C4=CC5=C(C=C4CCN3C1=O)OCO5,C1C[C@@]23CC(=O)C[C@@H]2C4=CC5=C(C=C4CCN3C1=O)OCO5
AHSNBLYTSUMQTG	4	CC(C(=O)C1=CC=CC=C1)OC(=O)C2C3CC4C2C(=O)OC4C3	C[C@@H](C(=O)C1=CC=CC=C1)OC(=O)[C@@H]2[C@@H]3C[C@@H]4[C@@H]2C(=O)O[C@@H]4C3,C[C@@H](C(=O)C1=CC=CC=C1)OC(=O)[C@@H]2[C@@H]3C[C@@H]4[C@H]2C(=O)O[C@H]4C3,C[C@@H](C(=O)C1=CC=CC=C1)OC(=O)[C@@H]2[C@@H]3C[C@@H]4[C@@H]2C(=O)O[C@H]4C3,C[C@@H](C(=O)C1=CC=CC=C1)OC(=O)[C@@H]2[C@@H]3C[C@@H]4[C@H]2C(=O)O[C@@H]4C3
FNXJSYYICOKACB	4	C1=CC=C(C=C1)COC(C=CCO)C(C=CCO)OCC2=CC=CC=C2	C1=CC=C(C=C1)CO[C@@H](C=CCO)[C@H](C=CCO)OCC2=CC=CC=C2,C1=CC=C(C=C1)COC(C=CCO)C(C=CCO)OCC2=CC=CC=C2,C1=CC=C(C=C1)CO[C@H]([C@@H](OCC2=CC=CC=C2)/C=C/CO)/C=C/CO,C1=CC=C(C=C1)COC(C(OCC2=CC=CC=C2)/C=C/CO)/C=C/CO
BIADSOGROYJBSL	4	CC1=C(C=C(C=C1)O)C(C(C)O)N	CC1=C(C=C(C=C1)O)[C@@H]([C@@H](C)O)N,CC1=C(C=C(C=C1)O)[C@@H]([C@H](C)O)N,CC1=C(C=C(C=C1)O)C(C(C)O)N,CC1=C(C=C(C=C1)O)[C@@H](C(C)O)N
FILZQHSQXIHNEM	4	CC1C(CCC2=CCC3C(C12C)C3(C)C)O	C[C@H]1[C@H](CCC2=CC[C@H]3[C@@H]([C@@]12C)C3(C)C)O,C[C@H]1[C@H](CCC2=CC[C@H]3[C@@H]([C@]12C)C3(C)C)O,C[C@H]1[C@H](CCC2=CCC3C([C@]12C)C3(C)C)O,C[C@@H]1C(CCC2=CC[C@@H]3[C@H]([C@@]12C)C3(C)C)O
BQOIQUQEDHFNFY	4	CC=CC1C(C(CC(O1)C(CO)O)O)C	C/C=C/[C@@H]1[C@@H]([C@H](C[C@@H](O1)[C@H](CO)O)O)C,C/C=C/[C@@H]1[C@@H]([C@H](C[C@@H](O1)[C@@H](CO)O)O)C,C/C=C/[C@H]1[C@H]([C@@H](C[C@H](O1)[C@@H](CO)O)O)C,CC=C[C@@H]1[C@@H]([C@H](C[C@@H](O1)[C@H](CO)O)O)C
YQYOGLIVJLKMRH	4	CCCCCC(=O)OC1COC(C1OC(=O)CCCCC)CO	CCCCCC(=O)O[C@@H]1CO[C@H]([C@@H]1OC(=O)CCCCC)CO,CCCCCC(=O)O[C@H]1CO[C@H]([C@@H]1OC(=O)CCCCC)CO,CCCCCC(=O)O[C@@H]1CO[C@@H]([C@@H]1OC(=O)CCCCC)CO,CCCCCC(=O)O[C@@H]1CO[C@H]([C@H]1OC(=O)CCCCC)CO
HNWIJQHROPSESX	4	CC1=CC(=CC(=C1)OC(=O)C2CC(=O)N(C2)C(C)C3=CC=CC=C3)C	CC1=CC(=CC(=C1)OC(=O)[C@@H]2CC(=O)N(C2)[C@@H](C)C3=CC=CC=C3)C,CC1=CC(=CC(=C1)OC(=O)[C@H]2CC(=O)N(C2)[C@@H](C)C3=CC=CC=C3)C,CC1=CC(=CC(=C1)OC(=O)[C@@H]2CC(=O)N(C2)[C@H](C)C3=CC=CC=C3)C,CC1=CC(=CC(=C1)OC(=O)[C@H]2CC(=O)N(C2)[C@H](C)C3=CC=CC=C3)C
FUHWQQUZQZIJDR	4	CC(CC(=O)NC(CO)C1=CC=CC=C1)C2=CC=C(C=C2)CO	C[C@@H](CC(=O)N[C@H](CO)C1=CC=CC=C1)C2=CC=C(C=C2)CO,CC(CC(=O)N[C@H](CO)C1=CC=CC=C1)C2=CC=C(C=C2)CO,C[C@H](CC(=O)N[C@H](CO)C1=CC=CC=C1)C2=CC=C(C=C2)CO,C[C@@H](CC(=O)N[C@@H](CO)C1=CC=CC=C1)C2=CC=C(C=C2)CO
ARVHJNDOTXEBSY	4	CC1CNC(N1)O	CC1CNC(N1)O,C[C@H]1CNC(N1)O,C[C@@H]1CN[C@@H](N1)O,C[C@@H]1CNC(N1)O
UPTGOTXQBSOXHW	4	CC1C2C(C3C(C1OC3=O)O2)C(=O)OC	CC1C2C(C3C(C1OC3=O)O2)C(=O)OC,C[C@@H]1C2C(C3C(C1OC3=O)O2)C(=O)OC,C[C@H]1C2C(C3C(C1OC3=O)O2)C(=O)OC,C[C@H]1[C@@H]2C(C3C(C1OC3=O)O2)C(=O)OC
LJWHJWBMOWOHGE	4	CCCC(CC(C(C)C(=O)C1=CC=CC=C1)O)N=[N+]=[N-]	CCC[C@@H](C[C@H]([C@H](C)C(=O)C1=CC=CC=C1)O)N=[N+]=[N-],CCC[C@@H](C[C@@H]([C@@H](C)C(=O)C1=CC=CC=C1)O)N=[N+]=[N-],CCC[C@@H](C[C@H]([C@@H](C)C(=O)C1=CC=CC=C1)O)N=[N+]=[N-],CCC[C@@H](C[C@@H]([C@H](C)C(=O)C1=CC=CC=C1)O)N=[N+]=[N-]
MWPCBCWTQAKSDY	4	CC=CC(=O)NC1=CC=CC=C1C2=CC=C(C=C2)C(C)N3CCOCC3	C/C=C/C(=O)NC1=CC=CC=C1C2=CC=C(C=C2)C(C)N3CCOCC3,CC=CC(=O)NC1=CC=CC=C1C2=CC=C(C=C2)C(C)N3CCOCC3,C/C=C/C(=O)NC1=CC=CC=C1C2=CC=C(C=C2)[C@@H](C)N3CCOCC3,C/C=C/C(=O)NC1=CC=CC=C1C2=CC=C(C=C2)[C@H](C)N3CCOCC3
VPOKHGLLPVEPBK	4	COC1=CC(=NC(=N1)OC2CCCCC2C(=O)OC)OC	COC1=CC(=NC(=N1)OC2CCCCC2C(=O)OC)OC,COC1=CC(=NC(=N1)O[C@H]2CCCC[C@H]2C(=O)OC)OC,COC1=CC(=NC(=N1)O[C@H]2CCCC[C@@H]2C(=O)OC)OC,COC1=CC(=NC(=N1)O[C@@H]2CCCC[C@H]2C(=O)OC)OC
MODHYHFVRKIYKB	4	CC1C2=C(CC(N1C(=O)OC(C)(C)C)C(=O)O)NC=N2	C[C@@H]1C2=C(C[C@H](N1C(=O)OC(C)(C)C)C(=O)O)NC=N2,C[C@H]1C2=C(C[C@H](N1C(=O)OC(C)(C)C)C(=O)O)NC=N2,C[C@H]1C2=C(C[C@@H](N1C(=O)OC(C)(C)C)C(=O)O)NC=N2,C[C@@H]1C2=C(C[C@@H](N1C(=O)OC(C)(C)C)C(=O)O)NC=N2
YOTFSMPEDXSIGO	4	CCC(C)C(C1=CC=CC=C1)C(=O)OCC(=O)NCC2=CC=C(C=C2)OC	CC[C@@H](C)[C@@H](C1=CC=CC=C1)C(=O)OCC(=O)NCC2=CC=C(C=C2)OC,CC[C@H](C)[C@@H](C1=CC=CC=C1)C(=O)OCC(=O)NCC2=CC=C(C=C2)OC,CC[C@@H](C)[C@H](C1=CC=CC=C1)C(=O)OCC(=O)NCC2=CC=C(C=C2)OC,CC[C@H](C)[C@H](C1=CC=CC=C1)C(=O)OCC(=O)NCC2=CC=C(C=C2)OC
SZCSOODWTZKBJD	4	CCC(C)C=CCNC	CCC(C)/C=C/CNC,CCC(C)/C=C\CNC,CCC(C)C=CCNC,CC[C@@H](C)/C=C/CNC
JBBVQRJHBAMYGV	4	COC1=C(C=C(C=C1)C2CC=CC(C2[N+](=O)[O-])O)OC	COC1=C(C=C(C=C1)C2CC=CC(C2[N+](=O)[O-])O)OC,COC1=C(C=C(C=C1)[C@@H]2CC=C[C@@H]([C@H]2[N+](=O)[O-])O)OC,COC1=C(C=C(C=C1)[C@H]2CC=C[C@H]([C@@H]2[N+](=O)[O-])O)OC,COC1=C(C=C(C=C1)[C@H]2CC=C[C@@H]([C@@H]2[N+](=O)[O-])O)OC
LRRQUJXTVKRTKX	4	CC(C)C(C(=O)NC(C)C1=CC=CC=C1)C(=O)NC(C)C2=CC=CC=C2	C[C@H](C1=CC=CC=C1)NC(=O)C(C(C)C)C(=O)N[C@@H](C)C2=CC=CC=C2,C[C@H](C1=CC=CC=C1)NC(=O)C(C(C)C)C(=O)N[C@H](C)C2=CC=CC=C2,C[C@@H](C1=CC=CC=C1)NC(=O)C(C(C)C)C(=O)N[C@@H](C)C2=CC=CC=C2,CC(C)C(C(=O)NC(C)C1=CC=CC=C1)C(=O)NC(C)C2=CC=CC=C2
QNUKAIZYHGUVIB	4	C1C(C(OC1N2C=NC3=C(N=C(N=C32)I)N)CO)O	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)I)N)CO)O,C1[C@@H](O[C@@H](C1O)CO)N2C=NC3=C(N=C(N=C32)I)N,C1[C@H]([C@@H](O[C@@H]1N2C=NC3=C(N=C(N=C32)I)N)CO)O,C1[C@H]([C@@H](O[C@H]1N2C=NC3=C(N=C(N=C32)I)N)CO)O
MCHKQXFYTAWYOK	4	CC1CCC(N1C(=O)OC(C)(C)C)C(C(C)C(=O)O)OC	C[C@H]1CC[C@H](N1C(=O)OC(C)(C)C)[C@@H]([C@@H](C)C(=O)O)OC,C[C@H]1CC[C@H](N1C(=O)OC(C)(C)C)C(C(C)C(=O)O)OC,C[C@H]1CC[C@H](N1C(=O)OC(C)(C)C)C([C@@H](C)C(=O)O)OC,CC1CC[C@H](N1C(=O)OC(C)(C)C)C([C@@H](C)C(=O)O)OC
YRULAWSGAYJMIF	4	CC1C2C(C(C34C25C(=O)OC3C(C(C46CC(=O)OC6O5)C(C)(C)C)O)O)OC1=O	C[C@H]1C2C([C@@H](C34C25C(=O)OC3[C@@H]([C@H](C46CC(=O)OC6O5)C(C)(C)C)O)O)OC1=O,CC1C2C(C(C34C25C(=O)OC3[C@@H]([C@H](C46CC(=O)OC6O5)C(C)(C)C)O)O)OC1=O,C[C@H]1[C@H]2C([C@@H](C34C25C(=O)OC3[C@@H]([C@H](C46CC(=O)O[C@H]6O5)C(C)(C)C)O)O)OC1=O,C[C@H]1[C@H]2C([C@@H](C34[C@]25C(=O)OC3[C@@H]([C@H](C46CC(=O)OC6O5)C(C)(C)C)O)O)OC1=O
RITFPJIENPXRRG	4	CC(=O)NC(CC1=CC(=CC=C1)F)C(=O)NC(CC#C)C(=O)N	CC(=O)N[C@H](CC1=CC(=CC=C1)F)C(=O)N[C@H](CC#C)C(=O)N,CC(=O)N[C@@H](CC1=CC(=CC=C1)F)C(=O)N[C@H](CC#C)C(=O)N,CC(=O)N[C@H](CC1=CC(=CC=C1)F)C(=O)N[C@@H](CC#C)C(=O)N,CC(=O)N[C@@H](CC1=CC(=CC=C1)F)C(=O)N[C@@H](CC#C)C(=O)N
JHLSRARFRAZKEV	4	CCCC(C)CCC(C)N	CCCC(C)CCC(C)N,CCC[C@@H](C)CC[C@@H](C)N,CCC[C@H](C)CC[C@H](C)N,CCCC(C)CC[C@H](C)N
DVEUOXWEJSPLHR	4	CC(=CC#N)C(=C(C)N)C#N	C/C(=C/C#N)/C(=C(\C)/N)/C#N,C/C(=C\C#N)/C(=C(/C)\N)/C#N,CC(=CC#N)C(=C(C)N)C#N,C/C(=C\C#N)/C(=C(\C)/N)/C#N
FZKJBEGPGXLXQY	4	C1CC2C3=C(C1)C4=C(N3CCN2)C=CC(=C4)C(=O)O	C1C[C@H]2C3=C(C1)C4=C(N3CCN2)C=CC(=C4)C(=O)O,C1C[C@@H]2C3=C(C1)C4=C(N3CCN2)C=CC(=C4)C(=O)O,C1CC2C3=C(C1)C4=C(N3CCN2)C=CC(=C4)C(=O)O,C1CC2C3=C(C1)C4=C(N3CC[NH2+]2)C=CC(=C4)C(=O)[O-]
OVNQGHOEKPMISG	4	C1C=CCC2C1C(=O)N(C2=O)NC(=O)CC3=CC=C(C=C3)O	C1C=CCC2C1C(=O)N(C2=O)NC(=O)CC3=CC=C(C=C3)O,C1C=CC[C@H]2[C@H]1C(=O)N(C2=O)NC(=O)CC3=CC=C(C=C3)O,C1C=CC[C@H]2[C@@H]1C(=O)N(C2=O)NC(=O)CC3=CC=C(C=C3)O,C1C=CC[C@@H]2[C@@H]1C(=O)N(C2=O)NC(=O)CC3=CC=C(C=C3)O
IFHCIGWAGHBGMM	4	CC1CCC2(C(=C)CCCC23C1(CC4=C(O3)C(OC4=O)(CC(=O)OC)OC)C)C	C[C@H]1CC[C@@]2(C(=C)CCC[C@@]23[C@@]1(CC4=C(O3)[C@@](OC4=O)(CC(=O)OC)OC)C)C,C[C@H]1CC[C@@]2(C(=C)CCC[C@@]23[C@@]1(CC4=C(O3)[C@](OC4=O)(CC(=O)OC)OC)C)C,C[C@H]1CC[C@@]2(C(=C)CCCC23[C@@]1(CC4=C(O3)[C@@](OC4=O)(CC(=O)OC)OC)C)C,C[C@H]1CC[C@@]2(C(=C)CCCC23[C@@]1(CC4=C(O3)C(OC4=O)(CC(=O)OC)OC)C)C
GUXHMZUNFHHJFT	4	CC1CCC2C(O2)(C3CCC(O3)(C4CC5C(C1O4)OC(=O)C5=C)C)C	C[C@@H]1CC[C@H]2[C@@](O2)([C@@H]3CC[C@@](O3)([C@@H]4C[C@@H]5[C@H]([C@H]1O4)OC(=O)C5=C)C)C,C[C@@H]1CC[C@@H]2[C@@](O2)([C@@H]3CC[C@@](O3)([C@@H]4C[C@@H]5[C@H]([C@H]1O4)OC(=O)C5=C)C)C,C[C@@H]1CC[C@@H]2[C@@](O2)([C@@H]3CC[C@@](O3)([C@H]4CC5[C@H]([C@H]1O4)OC(=O)C5=C)C)C,C[C@@H]1CC[C@H]2[C@](O2)([C@@H]3CC[C@@](O3)([C@@H]4C[C@@H]5[C@H]([C@H]1O4)OC(=O)C5=C)C)C
GDDRCIRBTVTZES	4	CCN(CC)C1=CC=C(C=C1)N2C(=O)C3C4CC(C3C2=O)C(=C4)C	CCN(CC)C1=CC=C(C=C1)N2C(=O)[C@@H]3[C@@H]4C[C@H]([C@@H]3C2=O)C(=C4)C,CCN(CC)C1=CC=C(C=C1)N2C(=O)C3C4CC(C3C2=O)C(=C4)C,CCN(CC)C1=CC=C(C=C1)N2C(=O)[C@H]3[C@H]4C[C@@H]([C@@H]3C2=O)C(=C4)C,CCN(CC)C1=CC=C(C=C1)N2C(=O)[C@@H]3[C@@H]4C[C@@H]([C@@H]3C2=O)C(=C4)C
XTBFLTVDBQAKKZ	4	CC(C)(C)OC(=O)N1CC(=CC2=CC=CC=C2)CC1C(=O)O	CC(C)(C)OC(=O)N1C/C(=C/C2=CC=CC=C2)/C[C@H]1C(=O)O,CC(C)(C)OC(=O)N1CC(=CC2=CC=CC=C2)C[C@H]1C(=O)O,CC(C)(C)OC(=O)N1CC(=CC2=CC=CC=C2)CC1C(=O)O,CC(C)(C)OC(=O)N1C/C(=C\C2=CC=CC=C2)/C[C@H]1C(=O)O
LFHDLABZGMGRJV	4	CC(CC(=O)OCC(=O)NC1CCCC2=CC=CC=C12)C3=CC=CC=C3	C[C@@H](CC(=O)OCC(=O)N[C@@H]1CCCC2=CC=CC=C12)C3=CC=CC=C3,C[C@H](CC(=O)OCC(=O)N[C@@H]1CCCC2=CC=CC=C12)C3=CC=CC=C3,C[C@@H](CC(=O)OCC(=O)N[C@H]1CCCC2=CC=CC=C12)C3=CC=CC=C3,C[C@H](CC(=O)OCC(=O)N[C@H]1CCCC2=CC=CC=C12)C3=CC=CC=C3
FWXKBJKWVYYZHU	4	CC(CCC1=CC=CC=C1)NC(=O)C(C)OC(=O)C2=CC(=CC=C2)N(C)C	C[C@@H](CCC1=CC=CC=C1)NC(=O)[C@@H](C)OC(=O)C2=CC(=CC=C2)N(C)C,C[C@H](CCC1=CC=CC=C1)NC(=O)[C@@H](C)OC(=O)C2=CC(=CC=C2)N(C)C,C[C@@H](CCC1=CC=CC=C1)NC(=O)[C@H](C)OC(=O)C2=CC(=CC=C2)N(C)C,C[C@H](CCC1=CC=CC=C1)NC(=O)[C@H](C)OC(=O)C2=CC(=CC=C2)N(C)C
VSCSIBVBFFHOGG	4	CC1(COC(=N1)C2(C(O2)C3=CC=CC=C3)C)C	C[C@]1([C@H](O1)C2=CC=CC=C2)C3=NC(CO3)(C)C,C[C@@]1([C@@H](O1)C2=CC=CC=C2)C3=NC(CO3)(C)C,C[C@@]1([C@H](O1)C2=CC=CC=C2)C3=NC(CO3)(C)C,C[C@]1(C(O1)C2=CC=CC=C2)C3=NC(CO3)(C)C
WBZAGQWPYDEDMQ	4	C1CC(COC1)CC(CO)N	C1CC(COC1)C[C@@H](CO)N,C1CC(COC1)CC(CO)N,C1C[C@@H](COC1)C[C@@H](CO)N,C1C[C@@H](COC1)CC(CO)N
QEFORMFQITWRJO	4	CC(C)(CC(=O)N1CC2CC=CCC2C1)CC(=O)OC	CC(C)(CC(=O)N1CC2CC=CCC2C1)CC(=O)OC,CC(C)(CC(=O)N1C[C@H]2CC=CC[C@H]2C1)CC(=O)OC,CC(C)(CC(=O)N1C[C@H]2CC=CC[C@@H]2C1)CC(=O)OC,CC(C)(CC(=O)N1C[C@@H]2CC=CC[C@H]2C1)CC(=O)OC
FIOHYXMOWSFTBY	4	CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)N)C	CC1(C(N2[C@@H](S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)N)C,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)N)C,CC1(C(N2[C@H](S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)N)C,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)N)C
NSQWGLQKLBHFHZ	4	CCOC1=CC=CC=C1NC(=O)CN2CC(CC(C2)C)C	CCOC1=CC=CC=C1NC(=O)CN2C[C@@H](C[C@@H](C2)C)C,CCOC1=CC=CC=C1NC(=O)CN2C[C@H](C[C@@H](C2)C)C,CCOC1=CC=CC=C1NC(=O)CN2C[C@@H](C[C@H](C2)C)C,CCOC1=CC=CC=C1NC(=O)CN2CC(CC(C2)C)C
YAGIPHFTBKDARR	4	CC1=C(C(=O)NN=C1C)C(=O)N2CC3CCCCC3C2	CC1=C(C(=O)NN=C1C)C(=O)N2CC3CCCCC3C2,CC1=C(C(=O)NN=C1C)C(=O)N2C[C@H]3CCCC[C@H]3C2,CC1=C(C(=O)NN=C1C)C(=O)N2C[C@H]3CCCC[C@@H]3C2,CC1=C(C(=O)NN=C1C)C(=O)N2C[C@@H]3CCCC[C@H]3C2
KENVUEOHDFOVNA	4	CC(C=CC1(C2(CC(=O)CC1(OC2)C)C)O)O	CC(/C=C/C1(C2(CC(=O)CC1(OC2)C)C)O)O,C[C@@H](/C=C/[C@]1([C@@]2(CC(=O)C[C@]1(OC2)C)C)O)O,CC(/C=C/[C@@]1([C@]2(CC(=O)C[C@@]1(OC2)C)C)O)O,C[C@H](/C=C/[C@@]1([C@@]2(CC(=O)CC1(OC2)C)C)O)O
JTUOXRAFRPPPHU	4	CN1CCC(C(C1)CC2=CC=C(C=C2)OC)OC	CN1CC[C@H]([C@H](C1)CC2=CC=C(C=C2)OC)OC,CN1CC[C@@H]([C@H](C1)CC2=CC=C(C=C2)OC)OC,CN1CC[C@@H]([C@@H](C1)CC2=CC=C(C=C2)OC)OC,CN1CC[C@H]([C@@H](C1)CC2=CC=C(C=C2)OC)OC
HHURIXBRKKNJRI	4	CC(C#N)OC1CC2C3CCC(C2O1)(C3(C)C)C	C[C@H](C#N)O[C@H]1C[C@@H]2[C@H]3CC[C@@]([C@@H]2O1)(C3(C)C)C,C[C@@H](C#N)O[C@H]1C[C@@H]2[C@H]3CC[C@@]([C@@H]2O1)(C3(C)C)C,C[C@H](C#N)O[C@@H]1C[C@H]2[C@H]3CC[C@@]([C@H]2O1)(C3(C)C)C,C[C@@H](C#N)O[C@@H]1C[C@H]2[C@H]3CC[C@@]([C@H]2O1)(C3(C)C)C
HAQIRIMIVLFYIX	4	CCCCNC(=O)C1CC2=CC=CC=C2N1C(=O)C(CC)N	CCCCNC(=O)C1CC2=CC=CC=C2N1C(=O)C(CC)N,CCCCNC(=O)[C@@H]1CC2=CC=CC=C2N1C(=O)[C@@H](CC)N,CCCCNC(=O)[C@@H]1CC2=CC=CC=C2N1C(=O)[C@H](CC)N,CCCCNC(=O)[C@@H]1CC2=CC=CC=C2N1C(=O)C(CC)N
BXTCQDYUCJQWAM	4	CC1=CC=CC=C1SC2C(C(C(C(O2)CO)O)O)O	CC1=CC=CC=C1SC2C(C(C(C(O2)CO)O)O)O,CC1=CC=CC=C1SC2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,CC1=CC=CC=C1S[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,CC1=CC=CC=C1S[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
AXSHHDVAPILMKR	4	COC(=O)CC12CC3C=CC1(O3)COC2=O	COC(=O)C[C@]12C[C@@H]3C=C[C@]1(O3)COC2=O,COC(=O)C[C@@]12C[C@H]3C=C[C@@]1(O3)COC2=O,COC(=O)CC12CC3C=CC1(O3)COC2=O,COC(=O)C[C@@]12C[C@@H]3C=C[C@]1(O3)COC2=O
FFJFSHLZTNUJKB	4	CC1CC(C2=C(N1C(=O)C)C=CC(=C2)OC)NC3=CC=C(C=C3)OC	CC1CC(C2=C(N1C(=O)C)C=CC(=C2)OC)NC3=CC=C(C=C3)OC,C[C@H]1C[C@H](C2=C(N1C(=O)C)C=CC(=C2)OC)NC3=CC=C(C=C3)OC,C[C@@H]1CC(C2=C(N1C(=O)C)C=CC(=C2)OC)NC3=CC=C(C=C3)OC,C[C@@H]1C[C@@H](C2=C(N1C(=O)C)C=CC(=C2)OC)NC3=CC=C(C=C3)OC
VTZLPXIVTAFLQG	4	CN1C=CC=C1C=C2CCCC(=CC3=CC=CN3C)C2=O	CN1C=CC=C1C=C2CCCC(=CC3=CC=CN3C)C2=O,CN1C(=CC=C1)/C=C\2/C(=O)/C(=C/C3=CC=CN3C)/CCC2,CN1C(=CC=C1)/C=C/2\C(=O)/C(=C\C3=CC=CN3C)/CCC2,CN1C=CC=C1/C=C/2\CCC/C(=C/C3=CC=CN3C)/C2=O
BACKKBRUFWBBSR	4	CC#CC#CC=C1C=CC2(O1)CCC(O2)OC	CC#CC#C/C=C\1/C=CC2(O1)CCC(O2)OC,CC#CC#C/C=C/1\C=CC2(O1)CCC(O2)OC,CC#CC#C/C=C/1\C=C[C@]2(O1)CCC(O2)OC,CC#CC#C/C=C\1/C=C[C@]2(O1)CCC(O2)OC
GDLANBVYLKVLNE	4	CC1=C(C=C(C=C1)CC(C(=O)O)NC(=O)CC(CNC(=O)OCC2=CC=CC=C2)O)C	CC1=C(C=C(C=C1)C[C@H](C(=O)O)NC(=O)C[C@H](CNC(=O)OCC2=CC=CC=C2)O)C,CC1=C(C=C(C=C1)C[C@H](C(=O)O)NC(=O)C[C@@H](CNC(=O)OCC2=CC=CC=C2)O)C,CC1=C(C=C(C=C1)C[C@@H](C(=O)O)NC(=O)C[C@H](CNC(=O)OCC2=CC=CC=C2)O)C,CC1=C(C=C(C=C1)C[C@@H](C(=O)O)NC(=O)C[C@@H](CNC(=O)OCC2=CC=CC=C2)O)C
MQRDQZKWGOBFBD	4	CC1CCCCC1NC(=O)COC(=O)COC2=CC=CC=C2C=O	C[C@@H]1CCCC[C@H]1NC(=O)COC(=O)COC2=CC=CC=C2C=O,C[C@@H]1CCCC[C@@H]1NC(=O)COC(=O)COC2=CC=CC=C2C=O,C[C@H]1CCCC[C@H]1NC(=O)COC(=O)COC2=CC=CC=C2C=O,C[C@H]1CCCC[C@@H]1NC(=O)COC(=O)COC2=CC=CC=C2C=O
AFMJTODHZULLPF	4	CCCC1(CCC(CC1O)C)O	CCCC1(CCC(CC1O)C)O,CCCC1(CCC(C[C@@H]1O)C)O,CCC[C@]1(CCC(C[C@@H]1O)C)O,CCC[C@@]1(CCC(C[C@H]1O)C)O
TWPQKNNOJQYJTP	4	CN(C(C1=CC=CC=C1)C(C2=CC=CC=C2)O)N=O	CN([C@@H](C1=CC=CC=C1)[C@@H](C2=CC=CC=C2)O)N=O,CN([C@@H](C1=CC=CC=C1)[C@H](C2=CC=CC=C2)O)N=O,CN([C@H](C1=CC=CC=C1)[C@@H](C2=CC=CC=C2)O)N=O,CN([C@H](C1=CC=CC=C1)[C@H](C2=CC=CC=C2)O)N=O
AFGCUTSMKAQCGK	4	CC1CC1C(=O)OC(C)C(=O)NC2=CC=C(C=C2)C(=O)C	C[C@@H]1C[C@H]1C(=O)O[C@@H](C)C(=O)NC2=CC=C(C=C2)C(=O)C,C[C@H]1C[C@H]1C(=O)O[C@@H](C)C(=O)NC2=CC=C(C=C2)C(=O)C,C[C@@H]1C[C@@H]1C(=O)O[C@@H](C)C(=O)NC2=CC=C(C=C2)C(=O)C,C[C@H]1C[C@@H]1C(=O)O[C@@H](C)C(=O)NC2=CC=C(C=C2)C(=O)C
ZWHQVTCNHWOURK	4	C1CCC2(CC1)OC(=O)C3(O2)C4CCCCC4NO3	C1CCC2(CC1)OC(=O)C3(O2)[C@H]4CCCC[C@H]4NO3,C1CCC2(CC1)OC(=O)C3(O2)C4CCCCC4NO3,C1CCC2(CC1)OC(=O)C3(O2)[C@H]4CCCC[C@@H]4NO3,C1CCC2(CC1)OC(=O)C3(O2)[C@H]4CCCCC4NO3
YHTRJWMXGDWDNB	4	CCCOC1=CC=CC=C1OCC(=O)N2C(CCCC2C)C	CCCOC1=CC=CC=C1OCC(=O)N2[C@H](CCC[C@@H]2C)C,CCCOC1=CC=CC=C1OCC(=O)N2[C@@H](CCC[C@@H]2C)C,CCCOC1=CC=CC=C1OCC(=O)N2[C@@H](CCC[C@H]2C)C,CCCOC1=CC=CC=C1OCC(=O)N2C(CCCC2C)C
PRQNDKDTFIUEMT	4	CCCC1=C(C2=C(C=C1O)OC(C(C2)(CCC)O)C3=CC(=C(C4=CC=CC=C43)O)O)O	CCCC1=C(C2=C(C=C1O)O[C@H]([C@@](C2)(CCC)O)C3=CC(=C(C4=CC=CC=C43)O)O)O,CCCC1=C(C2=C(C=C1O)O[C@@H]([C@](C2)(CCC)O)C3=CC(=C(C4=CC=CC=C43)O)O)O,CCCC1=C(C2=C(C=C1O)O[C@H]([C@](C2)(CCC)O)C3=CC(=C(C4=CC=CC=C43)O)O)O,CCCC1=C(C2=C(C=C1O)O[C@@H]([C@@](C2)(CCC)O)C3=CC(=C(C4=CC=CC=C43)O)O)O
