accession	dataset	original_accessions	precursor_mz	precursor_type	pubchem_id	molecular_formula	retention_time
BS74765430	BS_000	BS003570	461.0715	[M-H]-	185617	C21H18O12	5.03
BS95188561	BS_000	BS003458,BS003460,BS003461,BS003462	323.129775	[M-H]-	193679	C20H20O4	14.639999999999999
BS65145663	BS_000	BS003090	347.1862	[M-H]-	196915	C20H28O5	24.84
BS48275363	BS_000	BS003771,BS003772,BS003773	237.05706666666666	[M-H]-	229015	C15H10O3	11.339999999999998
BS10671740	BS_000	BS003298	297.0798	[M-H]-	265699	C17H14O5	17.25
BS40569952	BS_000	BS003500,BS003502,BS003503	299.09183333333334	[M-H]-	321346	C17H16O5	18.67
BS94508820	BS_000	BS003561,BS003562	285.0771	[M-H]-	348130	C16H14O5	13.95
BS49309020	BS_000	BS003027,BS003030,BS003032	271.06289999999996	[M-H]-	439246	C15H12O5	9.24
BS71281628	BS_000	BS003665,BS003666,BS003667,BS003668,BS003669	593.14896	[M-H]-	441381	C27H30O15	4.01
BS38196214	BS_000	BS003683,BS003684	481.11654999999996	[M-H]-	441764	C25H22O10	7.45
BS50818887	BS_000	BS003382,BS003383,BS003384,BS003385,BS003386	579.17428	[M-H]-	442428	C27H32O14	6.5600000000000005
BS91390901	BS_000	BS003651,BS003652,BS003654,BS003655	609.1800249999999	[M-H]-	442439	C28H34O15	7.45
BS79985913	BS_000	BS003095,BS003096	361.19815	[M-H]-	442911	C21H30O5	26.18
BS08663637	BS_000	BS003978,BS003979,BS003982	303.23316666666665	[M-H]-	444899	C20H32O2	29.709999999999997
BS86340576	BS_000	BS003070	227.0747	[M-H]-	445154	C14H12O3	6.4399999999999995
BS81205380	BS_000	BS003993,BS003994	253.21765	[M-H]-	445638	C16H30O2	28.89
BS94024671	BS_000	BS003988,BS003989,BS003990	281.2481333333333	[M-H]-	445639	C18H34O2	31.75
BS72636476	BS_000	BS003001,BS003002,BS003003	339.12803333333335	[M-H]-	480764	C20H20O5	15.88
BS64547759	BS_000	BS003209,BS003212	353.14365	[M-H]-	513197	C21H22O5	13.729999999999999
BS93507129	BS_000	BS003670,BS003673,BS003675	389.08843333333334	[M-H]-	633124	C19H18O9	12.04
BS66134607	BS_000	BS003137,BS003138,BS003140,BS003141,BS003142	455.35740000000004	[M-H]-	637234	C30H48O3	32.440000000000005
BS44748467	BS_000	BS003260	255.0668	[M-H]-	638278	C15H12O4	11.17
BS33840368	BS_000	BS003122	353.1389	[M-H]-	639665	C21H22O5	20.509999999999998
BS56894543	BS_000	BS003445,BS003447,BS003448,BS003449	285.04015000000004	[M-H]-	667581	C15H10O6	6.78
BS40592635	BS_000	BS003863,BS003864	285.0403	[M-H]-	688718	C15H10O6	6.41
BS47004990	BS_000	BS003451,BS003452,BS003453,BS003454	285.04047499999996	[M-H]-	688828	C15H10O6	7.92
BS19477350	BS_000	BS003968	193.0509	[M-H]-	736186	C10H10O4	4.89
BS13367581	BS_000	BS003846,BS003848,BS003849,BS003850	481.115725	[M-H]-	1548994	C25H22O10	10.09
BS82241415	BS_000	BS003575,BS003576	239.0701	[M-H]-	2734580	C15H12O3	13.020000000000001
BS78093376	BS_000	BS003676,BS003677,BS003679	299.0597333333333	[M-H]-	3084390	C16H12O6	8.979999999999999
BS94506089	BS_000	BS003083,BS003086,BS003087	339.1281333333333	[M-H]-	3519901	C20H20O5	18.68
BS76375736	BS_000	BS003739,BS003740,BS003742,BS003743	299.09090000000003	[M-H]-	5271551	C17H16O5	10.645
BS56698972	BS_000	BS003601,BS003602,BS003603,BS003604,BS003605	343.0811	[M-H]-	5273755	C18H16O7	13.470000000000002
BS48464386	BS_000	BS003390,BS003396	301.0353	[M-H]-	5280343	C15H10O7	8.06
BS32083276	BS_000	BS003355,BS003356,BS003358	267.06673333333333	[M-H]-	5280378	C16H12O4	12.0
BS43646301	BS_000	BS003304,BS003305,BS003307,BS003308,BS003309	431.09943999999996	[M-H]-	5280441	C21H20O10	4.95
BS67519334	BS_000	BS001066,BS001067,BS001068	279.2319333333333	[M-H]-	5280450	C18H32O2	29.86
BS41701958	BS_000	BS003272,BS003273	191.03640000000001	[M-H]-	5280460	C10H8O4	4.39
BS52147439	BS_000	BS004022,BS004023,BS004024	279.23316666666665	[M-H]-	5280644	C18H32O2	30.34
BS46609931	BS_000	BS003342	299.0552	[M-H]-	5280666	C16H12O6	10.41
BS97485047	BS_000	BS003710,BS003711,BS003712,BS003713,BS003714	431.09677999999997	[M-H]-	5280704	C21H20O10	6.470000000000001
BS45994266	BS_000	BS003824,BS003825,BS003826,BS003828	563.141325	[M-H]-	5280746	C26H28O14	6.46
BS34118796	BS_000	BS003317,BS003319,BS003323,BS003324,BS003325	445.11979999999994	[M-H]-	5280781	C22H22O10	10.229999999999999
BS48721039	BS_000	BS003076	609.142	[M-H]-	5280805	C27H30O16	4.92
BS45093196	BS_000	BS003360,BS003363	285.0412	[M-H]-	5280863	C15H10O6	9.81
BS55714155	BS_000	BS003973,BS003974,BS003975	277.2182666666667	[M-H]-	5280933	C18H30O2	28.220000000000002
BS83418236	BS_000	BS001069,BS001071,BS001072	277.21833333333336	[M-H]-	5280934	C18H30O2	27.87
BS69306861	BS_000	BS003058,BS003060	269.0489	[M-H]-	5280961	C15H10O5	9.389999999999999
BS17640702	BS_000	BS003997,BS003998,BS004000	281.2489	[M-H]-	5281127	C18H34O2	31.709999999999997
