accession	dataset	original_accessions	precursor_mz	precursor_type	pubchem_id	retention_time
AU86618316	AU_000	AU241557,AU241558,AU241559,AU241560,AU241562	307.0976	[M-H]-	54678486	6.649199999999999
AU24243433	AU_000	AU231257,AU231258,AU231259,AU231260,AU231262	161.0244	[M-H]-	54682930	3.902
AU12275602	AU_000	AU234057,AU234058,AU234059	256.0649	[M-H]-	71312480	4.862666666666667
AU87777287	AU_000	AU204351,AU204352,AU204353	300.0911	[M-H]-	86290104	5.049
AU05171244	AU_000	AU594150,AU594151,AU594152	326.9743	[M-H]-	122480878	7.635333333333333
AU31108964	AU_000	AU238057,AU238062	134.036	[M-H]-	135399369	3.9210000000000003
AU65776063	AU_000	AU235957,AU235958,AU235959,AU235960	487.2133	[M-H]-	135400189	9.864
AU25719646	AU_000	AU202351	168.0891	[M-H]-	135510207	3.483
AU93896729	AU_000	AU233557,AU233558,AU233559,AU233560	340.1321	[M-H]-	136055781	5.256
AU98829936	AU_000	AU232957,AU232958,AU232959,AU232960	326.8806	[M-H]-	138402812	4.2989999999999995
