accession	inchikey1	model	ionization
RP66869469	DTOSIQBPPRVQHS	0	positive
RP67037871	QAIPRVGONGVQAS	0	positive
RP67652023	GHCZAUBVMUEKKP	0	positive
RP67688691	IVOMOUWHDPKRLL	7	positive
RP67823801	HXYVTAGFYLMHSO	5	positive
RP68517580	YRYOXRMDHALAFL	0	positive
RP69023800	ZQAYHOXXVBVXPZ	0	positive
RP69207956	TZBJGXHYKVUXJN	8	positive
RP69212086	FJKROLUGYXJWQN	0	positive
RP69413416	REFJWTPEDVJJIY	6	positive
RP70183122	WQEPLUUGTLDZJY	0	positive
RP70264168	VFFNZZXXTGXBOG	9	positive
RP70414963	TYWACVZIFBZIQZ	0	positive
RP71179160	YVYMBNSKXOXSKW	0	positive
RP71671204	DRTQHJPVMGBUCF	9	positive
RP71817034	BHTRKEVKTKCXOH	0	positive
RP72080329	ZAYHVCMSTBRABG	6	positive
RP74109197	GHCZAUBVMUEKKP	0	positive
RP75089343	AUJVQJHODMISJP	0	positive
RP76365189	FBPFZTCFMRRESA	0	positive
RP76657280	XSOLDPYUICCHJX	0	positive
RP76752999	ZQSIJRDFPHDXIC	4	positive
RP76888437	LZOSYCMHQXPBFU	0	positive
RP77251924	UBORTCNDUKBEOP	0	positive
RP77694481	IGMNYECMUMZDDF	0	positive
RP77762775	FLKPEMZONWLCSK	0	positive
RP78072231	KZNIFHPLKGYRTM	0	positive
RP78426419	FNPHNLNTJNMAEE	0	positive
RP78450514	GWYFCOCPABKNJV	1	positive
RP78928451	CRCIHGGZGGATGM	0	positive
RP79359147	CVNYHSDFZXHMMJ	0	positive
RP79690370	XSOLDPYUICCHJX	0	positive
RP81022974	MWAYRGBWOVHDDZ	0	positive
RP81833871	USVMJSALORZVDV	0	positive
RP82065697	PHIQHXFUZVPYII	0	positive
RP82127390	DWRXFEITVBNRMK	0	positive
RP82581211	QWIZNVHXZXRPDR	0	positive
RP82841428	WFRLANWAASSSFV	0	positive
RP83546121	FFEARJCKVFRZRR	0	positive
RP84137366	KYGIKEQVUKTKRR	0	positive
RP84608337	PCMORTLOPMLEFB	0	positive
RP85573762	VWHGTYCRDRBSFI	0	positive
RP86644222	KIQFUORWRVZTHT	0	positive
RP87150782	DFPAKSUCGFBDDF	0	positive
RP87431657	AYFVYJQAPQTCCC	7	positive
RP87667938	WNRCJJWBAXNAPE	0	positive
RP88943176	LGEQQWMQCRIYKG	0	positive
RP89121890	OVBPIULPVIDEAO	3	positive
RP89398573	VQAYFKKCNSOZKM	0	positive
RP89575535	ISWSIDIOOBJBQZ	0	positive
RP89787887	QRMZSPFSDQBLIX	0	positive
RP90303135	RETSEGNZNUBJRB	0	positive
RP90336901	NEVPBIQTDNVVMK	0	positive
RP90448908	UWKNPULCJWBBDD	0	positive
RP91823444	DXOCDBGWDZAYRQ	0	positive
RP92308121	XCZVBYOXRSFQBH	0	positive
RP92547600	NBIIXXVUZAFLBC	0	positive
RP92906123	SYEOWUNSTUDKGM	0	positive
RP93281248	YHQWACJRIRKIAL	0	positive
RP94271600	OVYNGSFVYRPRCG	0	positive
RP94478210	TZWZKDULKILUPV	0	positive
RP94654269	COLNVLDHVKWLRT	9	positive
RP94879882	SVRNCBGWUMMBQB	0	positive
RP95200177	HXIPUYVSSGKLFF	0	positive
RP95300285	VZCCETWTMQHEPK	0	positive
RP95592956	UHPXXKLAACDXGS	0	positive
RP97349806	JXOHGGNKMLTUBP	0	positive
RP97952709	MAFJMPFLJJCSTB	0	positive
RP98917566	NPDBDJFLKKQMCM	0	positive
RP99128809	YQFJJDSGBAAUPW	5	positive
RP99217426	XOMRRQXKHMYMOC	0	positive
RP99580146	MJALVONLCNWZHK	0	positive
SM00315094	RDOIQAHITMMDAJ	0	positive
SM00407056	LNOOSYCKMKZOJB	0	positive
SM00425599	AHOUBRCZNHFOSL	0	positive
SM00488312	KLGQWSOYKYFBTR	0	positive
SM00614756	VHYCDWMUTMEGQY	0	positive
SM00785255	RZEKVGVHFLEQIL	7	positive
SM01032193	PWWVAXIEGOYWEE	0	positive
SM01037789	BUGYDGFZZOZRHP	8	positive
SM01509769	UJVLDDZCTMKXJK	0	positive
SM01568732	JDSHMPZPIAZGSV	0	positive
SM01985093	SDYWXFYBZPNOFX	0	positive
SM02060263	CHNUNORXWHYHNE	0	positive
SM02863081	YHMYGUUIMTVXNW	0	positive
SM03199174	VYVKHNNGDFVQGA	5	positive
SM03805346	FZXISNSWEXTPMF	0	positive
SM03977800	BHNHHSOHWZKFOX	0	positive
SM04059942	MHKLKWCYGIBEQF	0	positive
SM04080389	DUSHUSLJJMDGTE	0	positive
SM04441905	ICUTUKXCWQYESQ	0	positive
SM04568832	WFDXOXNFNRHQEC	0	positive
SM04625713	RAPZEAPATHNIPO	0	positive
SM04675068	MJJALKDDGIKVBE	0	positive
SM04692502	KRMDCWKBEZIMAB	0	positive
SM05069282	WRPIRSINYZBGPK	0	positive
SM05173054	FQKUGOMFVDPBIZ	0	positive
SM05654813	KEQFTVQCIQJIQW	0	positive
SM06113820	PHNUZKMIPFFYSO	0	positive
SM06829082	FLKPEMZONWLCSK	0	positive
SM06920142	AOMUHOFOVNGZAN	0	positive
SM07286551	IBSNKSODLGJUMQ	0	positive
SM08634909	PXWLVJLKJGVOKE	0	positive
SM09193014	TWBPWBPGNQWFSJ	0	positive
SM09465197	ASWVTGNCAZCNNR	2	positive
SM09594142	LRUDIIUSNGCQKF	0	positive
SM09773892	RQVGAIADHNPSME	0	positive
SM09856229	FSAVDKDHPDSCTO	0	positive
SM10230006	MMOXZBCLCQITDF	9	positive
SM10472312	VPWNQTHUCYMVMZ	0	positive
SM10761284	RNLHGQLZWXBQNY	0	positive
SM10770989	HUKPVYBUJRAUAG	0	positive
SM11004605	PSGAAPLEWMOORI	0	positive
SM11186969	JUJWROOIHBZHMG	0	positive
SM11241581	HYZJCKYKOHLVJF	0	positive
SM11357099	ICNFHJVPAJKPHW	0	positive
SM11712243	VVUVJGRVEYHIHC	0	positive
SM11766609	YIQGLTKAOHRZOL	0	positive
SM11841484	HYAFETHFCAUJAY	2	positive
SM11859459	GRFNBEZIAWKNCO	0	positive
SM12100127	WKASGTGXOGALBG	0	positive
SM12145575	BWZVCCNYKMEVEX	0	positive
SM12410658	RFQDDXWZZVRLKO	0	positive
SM12438160	OAPPEBNXKAKQGS	0	positive
SM12510966	YFNKIDBQEZZDLK	0	positive
SM12730141	ADWTYURAFSWNSU	0	positive
SM12917451	OUXMJRMYZCEVKO	0	positive
SM13255091	ZEUITGRIYCTCEM	0	positive
SM13348866	HOASVNMVYBSLSU	0	positive
SM13739503	IPRJXAGUEGOFGG	0	positive
SM14017376	OWEGWHBOCFMBLP	0	positive
SM14297217	PEYODCCEJQCEBL	0	positive
SM14707712	VEQOALNAAJBPNY	9	positive
SM15058209	DNKGZSOYWMQDTK	0	positive
SM15540765	KIEDNEWSYUYDSN	0	positive
SM15691214	XPOQHMRABVBWPR	0	positive
SM15964029	GKCBAIGFKIBETG	2	positive
SM16091949	KZTYYGOKRVBIMI	0	positive
SM16185216	PCNDJXKNXGMECE	0	positive
SM16257708	HMRROBKAACRWBP	0	positive
SM16331521	ASLWPAWFJZFCKF	0	positive
SM16832376	WVQBLGZPHOPPFO	6	positive
SM17571328	SEQDDYPDSLOBDC	0	positive
SM17860574	DKMFBWQBDIGMHM	0	positive
SM17910990	STJLVHWMYQXCPB	0	positive
SM17928086	QPQKUYVSJWQSDY	0	positive
SM18154689	SGUAFYQXFOLMHL	5	positive
SM18173098	WYEHFWKAOXOVJD	0	positive
SM18766499	IOJUPLGTWVMSFF	0	positive
SM18863961	SEGLCEQVOFDUPX	0	positive
SM19339687	HYYBABOKPJLUIN	0	positive
SM19383054	XXOYNJXVWVNOOJ	0	positive
SM19546596	GXPIUNZCALHVBA	0	positive
SM19595427	ZQEIXNIJLIKNTD	0	positive
SM19642628	LRTFPLFDLJYEKT	0	positive
SM19732481	CJOFXWAVKWHTFT	0	positive
SM19833573	RSWGJHLUYNHPMX	0	positive
SM20197418	CSWIKHNSBZVWNQ	0	positive
SM20273016	QWENRTYMTSOGBR	0	positive
SM21261299	BNCADMBVWNPPIZ	0	positive
SM21680152	UREBDLICKHMUKA	0	positive
SM22093954	XMTQQYYKAHVGBJ	8	positive
SM22108346	QUDWYFHPNIMBFC	0	positive
SM22165339	TVLSRXXIMLFWEO	0	positive
SM22437519	PNVNVHUZROJLTJ	0	positive
SM22537978	WYKYKTKDBLFHCY	0	positive
SM23930546	JLYFCTQDENRSOL	0	positive
SM24099539	JMTMSDXUXJISAY	0	positive
SM24237593	NQLVQOSNDJXLKG	0	positive
SM24412503	HUBANNPOLNYSAD	0	positive
SM25703026	HOKKPVIRMVDYPB	0	positive
SM25994048	ZXDDPOHVAMWLBH	0	positive
SM26035051	RQZAXGRLVPAYTJ	9	positive
SM26191143	JJHHIJFTHRNPIK	0	positive
SM26505102	UQVKZNNCIHJZLS	0	positive
SM26511937	XZZNDPSIHUTMOC	0	positive
SM26652582	GEFDRROBUCULOD	0	positive
SM26673431	ODCWYMIRDDJXKW	7	positive
SM29186697	FHIVAFMUCKRCQO	0	positive
SM29486614	BAXOFTOLAUCFNW	0	positive
SM29623074	SYJHSTNDLFUIMT	0	positive
SM29716629	JNCSIWAONQTVCF	0	positive
SM30103842	RTHCYVBBDHJXIQ	0	positive
SM30255670	OCAPBUJLXMYKEJ	0	positive
SM30393422	YCSBALJAGZKWFF	0	positive
SM30407784	RZVAJINKPMORJF	1	positive
SM30747462	DFWFIQKMSFGDCQ	0	positive
SM31287266	AEMFNILZOJDQLW	0	positive
SM31352230	XEGGRYVFLWGFHI	6	positive
SM31455269	MARUHZGHZWCEQU	0	positive
SM31895416	JOOMJVFZQRQWKR	0	positive
SM32218610	FZUGPQWGEGAKET	0	positive
SM32294460	RUFPHBVGCFYCNW	0	positive
SM32574694	GLNDAGDHSLMOKX	0	positive
SM32673960	IVUXTESCPZUGJC	0	positive
SM32798670	AQHHHDLHHXJYJD	8	positive
SM33388327	AFDXODALSZRGIH	0	positive
SM33507258	SGTNSNPWRIOYBX	0	positive
SM33581672	CKQHAYFOPRIUOM	0	positive
SM33597993	KTALPKYXQZGAEG	0	positive
SM34310614	CXVGEDCSTKKODG	0	positive
SM34596881	WYEMLYFITZORAB	0	positive
SM34785052	PVHUJELLJLJGLN	0	positive
SM34889109	ONCZDRURRATYFI	0	positive
SM34898200	SCCDDNKJYDZXMM	0	positive
SM34979047	PUYXTUJWRLOUCW	0	positive
SM35022534	ZZORFUFYDOWNEF	0	positive
SM35257417	BQYJATMQXGBDHF	0	positive
SM35664011	ZZUFCTLCJUWOSV	0	positive
SM35718757	DOMXUEMWDBAQBQ	0	positive
SM36921086	ZUHZGEOKBKGPSW	0	positive
SM37117813	HDHLIWCXDDZUFH	0	positive
SM37220642	DMBHHRLKUKUOEG	0	positive
SM37227089	VOWAEIGWURALJQ	0	positive
SM37281419	YFGYUFNIOHWBOB	0	positive
SM37287081	ZCQWOFVYLHDMMC	0	positive
SM37659796	DATYUTWESAKQQM	0	positive
SM37728930	CMWTZPSULFXXJA	0	positive
SM37756932	PZBPKYOVPCNPJY	0	positive
SM38313859	JPMIIZHYYWMHDT	0	positive
SM38411297	CDAWCLOXVUBKRW	1	positive
SM38525107	JHSPCUHPSIUQRB	0	positive
SM38569943	CIGKZVUEZXGYSV	0	positive
SM38613909	XIKIUQUXDNHBFR	0	positive
SM38979424	DQMZLTXERSFNPB	7	positive
SM39129337	SECXISVLQFMRJM	0	positive
SM39149389	RYAUSSKQMZRMAI	0	positive
SM39212779	YWTYJOPNNQFBPC	0	positive
SM39376587	MSLICLMCQYQNPK	0	positive
SM39762315	RYYVLZVUVIJVGH	6	positive
SM39855104	APEJMQOBVMLION	0	positive
SM40417446	HXHWSAZORRCQMX	6	positive
SM40456983	OPXLLQIJSORQAM	0	positive
SM40625195	HPNSFSBZBAHARI	3	positive
SM40874859	PQTBTIFWAXVEPB	0	positive
SM40973353	VTNQPKFIQCLBDU	3	positive
SM40997769	QLHULAHOXSSASE	0	positive
SM41579644	STEPQTYSZVCJPV	0	positive
SM41686589	JAUOIFJMECXRGI	0	positive
SM42562268	RQVYBGPQFYCBGX	0	positive
SM42720491	IQPSEEYGBUAQFF	0	positive
SM43038264	FIQMHBFVRAXMOP	0	positive
SM43344948	WJCNZQLZVWNLKY	6	positive
SM43534733	HTQMVQVXFRQIKW	0	positive
SM43697098	TWFZGCMQGLPBSX	0	positive
SM44323484	LEZHOZPJYAQQNU	0	positive
SM44334854	PSIFNNKUMBGKDQ	4	positive
SM44342309	RJKFOVLPORLFTN	0	positive
SM44673155	ZZVUWRFHKOJYTH	2	positive
SM44747854	YFBPRJGDJKVWAH	0	positive
SM45358468	WGQKYBSKWIADBV	0	positive
SM46080901	KAESVJOAVNADME	0	positive
SM46355481	ZQSIJRDFPHDXIC	4	positive
SM46815993	XQVWYOYUZDUNRW	0	positive
SM47185411	CHMBIJAOCISYEW	0	positive
SM47726810	XZWYZXLIPXDOLR	6	positive
SM47747947	MGLWZSOBALDPEK	0	positive
SM47804623	XIQVNETUBQGFHX	7	positive
SM47812085	CJPQIRJHIZUAQP	0	positive
SM48227374	HZJKXKUJVSEEFU	0	positive
SM48332070	YSMRWXYRXBRSND	0	positive
SM49018543	XKVUYEYANWFIJX	0	positive
SM49289224	LFULEKSKNZEWOE	0	positive
SM49709387	QIKYZXDTTPVVAC	0	positive
SM49717984	MEHHPFQKXOUFFV	0	positive
SM49820826	WIGIZIANZCJQQY	0	positive
SM49911728	QXJKBPAVAHBARF	0	positive
SM49999277	ZKXDGKXYMTYWTB	0	positive
SM50493902	PDQAZBWRQCGBEV	0	positive
SM50566760	PAFZNILMFXTMIY	0	positive
SM50678439	ZKLPARSLTMPFCP	1	positive
SM51038622	MXHTZQSKTCCMFG	0	positive
SM51162731	MXDRPNGTQDRKQM	0	positive
SM51377363	ALEXXDVDDISNDU	0	positive
SM51580093	SIGSPDASOTUPFS	0	positive
SM51604104	FZWLAAWBMGSTSO	0	positive
SM51923609	DPSPPJIUMHPXMA	0	positive
SM52248435	BABGMPQXLCJMSK	0	positive
SM52285934	IRIAEXORFWYRCZ	0	positive
SM52547099	JXCGFZXSOMJFOA	0	positive
SM52928250	OEBRKCOSUFCWJD	0	positive
SM53205856	UPWPIFMHSFSVLE	0	positive
SM53351010	USEXQPWLCGBYNT	0	positive
SM53512283	GBXSMTUPTTWBMN	2	positive
SM53694890	MFOUDYKPLGXPGO	0	positive
SM54253343	JEGZRTMZYUDVBF	0	positive
SM54390277	FGXWKSZFVQUSTL	0	positive
SM54949344	CYMRPDYINXWJFU	0	positive
SM55216739	QHOQHJPRIBSPCY	0	positive
SM55257361	PUIYMUZLKQOUOZ	0	positive
SM55915144	METQSPRSQINEEU	0	positive
SM56074753	RDUJRVXKAIVTDH	0	positive
SM56248747	RZJSUWQGFCHNFS	0	positive
SM56441213	OYTCZOJKXCTBHG	0	positive
SM56945901	UVCJGUGAGLDPAA	0	positive
SM57299513	MMBILEWCGWTAOV	0	positive
SM57846753	LMYRWZFENFIFIT	0	positive
SM57920232	UFFBMTHBGFGIHF	0	positive
SM58169665	JMXKCYUTURMERF	0	positive
SM58195238	WSEQXVZVJXJVFP	6	positive
SM58236149	CVXBEEMKQHEXEN	0	positive
SM58277379	ZCXGMSGCBDSEOY	0	positive
SM58509510	BFYIZQONLCFLEV	0	positive
SM59446383	JBDGDEWWOUBZPM	0	positive
SM59519174	AFBPFSWMIHJQDM	0	positive
SM59674098	XUKUURHRXDUEBC	0	positive
SM59979409	ZFXYFBGIUFBOJW	2	positive
SM60075033	BAZVSMNPJJMILC	0	positive
SM61089079	WWYNJERNGUHSAO	0	positive
SM61704994	YBBLVLTVTVSKRW	0	positive
SM61726189	BYPFEZZEUUWMEJ	0	positive
SM61766754	DHNRXBZYEKSXIM	0	positive
SM61807917	DXYYSGDWQCSKKO	0	positive
SM61863846	JGMOKGBVKVMRFX	0	positive
SM62464444	MCWXGJITAZMZEV	0	positive
SM63009867	ZTMKADLOSYKWCA	0	positive
SM63811601	RFHAOTPXVQNOHP	1	positive
SM63855472	NATWUQFQFMZVMT	0	positive
SM63893347	ASMQGLCHMVWBQR	0	positive
SM63895213	UNAHYJYOSSSJHH	0	positive
SM63963934	FAKRSMQSSFJEIM	0	positive
SM64183754	CAWXEEYDBZRFPE	0	positive
SM64336747	DIWRORZWFLOCLC	0	positive
SM64609084	PAYRUJLWNCNPSJ	0	positive
SM64711585	VIKNJXKGJWUCNN	0	positive
SM64785316	YOSHYTLCDANDAN	4	positive
SM64924756	ACWBQPMHZXGDFX	3	positive
SM64992073	QQQYTWIFVNKMRW	0	positive
SM65561520	CWJSHJJYOPWUGX	0	positive
SM65809454	JLKIGFTWXXRPMT	1	positive
SM66461778	MXWJVTOOROXGIU	6	positive
SM66520572	HQABUPZFAYXKJW	0	positive
SM66810721	ROFVEXUMMXZLPA	0	positive
SM66901695	IRCMYGHHKLLGHV	0	positive
SM67115840	FRQMUZJSZHZSGN	0	positive
SM67612877	SUBDBMMJDZJVOS	4	positive
SM67799837	DVKJHBMWWAPEIU	0	positive
SM67946009	DXGLGDHPHMLXJC	0	positive
SM67985037	RLBIQVVOMOPOHC	0	positive
SM68194888	ICSNLGPSRYBMBD	0	positive
SM68323283	YNAVUWVOSKDBBP	0	positive
SM68619219	VHYFNPMBLIVWCW	0	positive
SM69058003	ZYGHJZDHTFUPRJ	0	positive
SM69171581	AHLBNYSZXLDEJQ	0	positive
SM69547427	UFEODZBUAFNAEU	0	positive
SM69688114	QRUDEWIWKLJBPS	0	positive
SM69717016	DAAHPDZFLSFYPJ	0	positive
SM70181702	WTLBZVNBAKMVDP	0	positive
SM70280578	FELGMEQIXOGIFQ	0	positive
SM70426779	GJPICJJJRGTNOD	0	positive
SM70556988	YLAFBGATSQRSTB	0	positive
SM71025666	DSKJPMWIHSOYEA	0	positive
SM71150604	SNPPWIUOZRMYNY	9	positive
SM71217692	QSNSCYSYFYORTR	0	positive
SM71261038	KVMPUXDNESXNOH	0	positive
SM71462251	LPAGFVYQRIESJQ	0	positive
SM71501957	BYBLEWFAAKGYCD	1	positive
SM71767952	NYRMIJKDBAQCHC	0	positive
SM71774360	HQUQLFOMPYWACS	0	positive
SM72064486	ALZOLUNSQWINIR	0	positive
SM72291515	MUMGGOZAMZWBJJ	0	positive
SM72756664	CHIFOSRWCNZCFN	0	positive
SM73500083	WTKZEGDFNFYCGP	0	positive
SM74040549	CJJOSEISRRTUQB	5	positive
SM74248776	UIFAWZBYTTXSOG	0	positive
SM74451934	MVXMNHYVCLMLDD	0	positive
SM74594139	XSCHRSMBECNVNS	0	positive
SM74699109	YEDUAINPPJYDJZ	0	positive
SM74850648	NQRYJNQNLNOLGT	0	positive
SM74876755	GAGWJHPBXLXJQN	9	positive
SM75156909	DOOTYTYQINUNNV	0	positive
SM75179111	RMMXLENWKUUMAY	7	positive
SM75508428	FOXFZRUHNHCZPX	0	positive
SM76109866	NWWZPOKUUAIXIW	0	positive
SM76296542	PGOOBECODWQEAB	0	positive
SM76545894	JKVNPRNAHRHQDD	0	positive
SM76584651	AJPIUNPJBFBUKK	0	positive
SM76598366	CYESCLHCWJKRKM	0	positive
SM76753930	PORQOHRXAJJKGK	0	positive
SM76913539	RJGDLRCDCYRQOQ	0	positive
SM76949778	PLIKAWJENQZMHA	0	positive
SM77030374	XWPZUHJBOLQNMN	0	positive
SM77109970	VZQSBJKDSWXLKX	0	positive
SM77335407	DQWPFSLDHJDLRL	4	positive
SM77641833	RWZYAGGXGHYGMB	0	positive
SM78271409	PSGQCCSGKGJLRL	0	positive
SM78371290	FMJSMJQBSVNSBF	0	positive
SM78439292	IIBYAHWJQTYFKB	0	positive
SM78983179	SBPBAQFWLVIOKP	0	positive
SM79184857	ZMYFCFLJBGAQRS	0	positive
SM79209106	ZNNLBTZKUZBEKO	5	positive
SM79371503	PXMNMQRDXWABCY	0	positive
SM79965350	ADIMAYPTOBDMTL	0	positive
SM80059074	RGOVYLWUIBMPGK	2	positive
SM80670327	HZRSNVGNWUDEFX	0	positive
SM80740772	HRKAMJBPFPHCSD	0	positive
SM80764354	TWIIRMSFZNYMQE	0	positive
SM80772458	MGNFYQILYYYUBS	0	positive
SM81731132	RLFWWDJHLFCNIJ	0	positive
SM81944116	UIKROCXWUNQSPJ	7	positive
SM82206130	NGBFQHCMQULJNZ	0	positive
SM82539453	YXIWHUQXZSMYRE	0	positive
SM83447684	ANUCHZVCBDOPOX	0	positive
SM83526245	HJUFTIJOISQSKQ	0	positive
SM83802324	VGKDLMBJGBXTGI	0	positive
SM84106098	DNTGGZPQPQTDQF	2	positive
SM84153194	UTBVIMLZIRIFFR	0	positive
SM84355748	BPEXTIMJLDWDTL	0	positive
SM84430714	XMAYWYJOQHXEEK	0	positive
SM84625431	IROINLKCQGIITA	0	positive
SM85703131	HODZDDDNGRLGSI	0	positive
SM86012261	GFNANZIMVAIWHM	0	positive
SM86066390	VNFPBHJOKIVQEB	0	positive
SM86329235	YHQDZJICGQWFHK	0	positive
SM86676061	DKYWVDODHFEZIM	9	positive
SM87161498	LCGTWRLJTMHIQZ	0	positive
SM87362734	OISVCGZHLKNMSJ	0	positive
SM87454464	RYLHNOVXKPXDIP	0	positive
SM87667613	IANUJLZYFUDJIH	0	positive
SM87837182	MWBPRDONLNQCFV	0	positive
SM87837459	NFMIMWNQWAWNDW	0	positive
SM87967841	KLSJWNVTNUYHDU	0	positive
SM87983016	DDRJAANPRJIHGJ	0	positive
SM88144124	YMTINGFKWWXKFG	3	positive
SM88158557	PRGQOPPDPVELEG	0	positive
SM88639490	JTHMVYBOQLDDIY	0	positive
SM88651346	BLFLLBZGZJTVJG	0	positive
SM89539549	CWKFPEBMTGKLKX	0	positive
SM89638837	VHBFFQKBGNRLFZ	7	positive
SM89733138	BJQHLKABXJIVAM	0	positive
SM89814860	ZVSKZLHKADLHSD	0	positive
SM90266657	RIZMRRKBZQXFOY	6	positive
SM90277953	LVQDKIWDGQRHTE	0	positive
SM90795002	DCOPUUMXTXDBNB	0	positive
SM91065099	WIIZWVCIJKGZOK	0	positive
SM91217943	PJVWKTKQMONHTI	7	positive
SM91529689	NKANXQFJJICGDU	0	positive
SM92121933	LVILGAOSPDLNRM	0	positive
SM92279747	KRZCOLNOCZKSDF	0	positive
SM92301733	BWHOZHOGCMHOBV	0	positive
SM92321385	GZUITABIAKMVPG	0	positive
SM92388553	MBUVEWMHONZEQD	3	positive
SM93344208	VHCNQEUWZYOAEV	0	positive
SM93583087	GKTWGGQPFAXNFI	0	positive
SM93929768	NXXNVJDXUHMAHU	0	positive
SM94045066	SQSPRWMERUQXNE	0	positive
SM94484053	TZBJGXHYKVUXJN	8	positive
SM94528939	KTUFNOKKBVMGRW	0	positive
SM94741547	HBUCPZGYBSEEHF	0	positive
SM94979569	HHUQPWODPBDTLI	0	positive
SM95071651	WUYWHIAAQYQKPP	0	positive
SM95188400	KXDAEFPNCMNJSK	0	positive
SM95349239	AAOVKJBEBIDNHE	7	positive
SM95998594	LMKQNTMFZLAJDV	0	positive
SM96162580	MVWVFYHBGMAFLY	0	positive
SM96297721	IVENSCMCQBJAKW	0	positive
SM96817331	LXBGSDVWAMZHDD	0	positive
SM97402441	XKJMBINCVNINCA	0	positive
SM97579565	VVBLNCFGVYUYGU	0	positive
SM97707772	KBOPZPXVLCULAV	0	positive
SM98050371	BYFIUFNRSNKODH	0	positive
SM98495371	DOIRQSBPFJWKBE	0	positive
SM98690334	RAXXELZNTBOGNW	0	positive
SM98781570	PNVJTZOFSHSLTO	0	positive
SM99765741	XOFYZVNMUHMLCC	1	positive
SM99848920	CGIGDMFJXJATDK	0	positive
SM99891521	SYELZBGXAIXKHU	0	positive
SM99974746	AFYCEAFSNDLKSX	0	positive
UF00928799	BABGMPQXLCJMSK	0	positive
UF01012908	IVENSCMCQBJAKW	0	positive
UF01014144	UFFBMTHBGFGIHF	0	positive
UF01479256	PQTBTIFWAXVEPB	0	positive
UF01612240	AEMFNILZOJDQLW	0	positive
UF01995490	CMWTZPSULFXXJA	0	positive
UF02122521	DFWFIQKMSFGDCQ	0	positive
UF02259101	DOIRQSBPFJWKBE	0	positive
UF02461774	XXOYNJXVWVNOOJ	0	positive
UF02659147	ZQSIJRDFPHDXIC	4	positive
UF02916146	YFGYUFNIOHWBOB	0	positive
UF03284262	ZKXDGKXYMTYWTB	0	positive
UF03506626	WVQBLGZPHOPPFO	6	positive
UF03540466	UFFBMTHBGFGIHF	0	positive
UF03558640	XKJMBINCVNINCA	0	positive
UF03760510	MGLWZSOBALDPEK	0	positive
UF04344597	WECDUOXQLAIPQW	0	positive
UF04349990	TWFZGCMQGLPBSX	0	positive
UF05022593	PXWLVJLKJGVOKE	0	positive
UF05043147	WYEHFWKAOXOVJD	0	positive
UF05224076	RNLHGQLZWXBQNY	0	positive
UF05791685	ZQSIJRDFPHDXIC	4	positive
UF06118021	METKIMKYRPQLGS	7	positive
UF06542517	PRGQOPPDPVELEG	0	positive
UF06585503	WRPIRSINYZBGPK	0	positive
UF06624168	ZKLPARSLTMPFCP	1	positive
UF06861623	CMSMOCZEIVJLDB	0	positive
UF07300727	FSAVDKDHPDSCTO	0	positive
UF07554117	QFYZFYDOEJZMDX	0	positive
UF07759894	RYAUSSKQMZRMAI	0	positive
UF07977120	NNJVILVZKWQKPM	9	positive
UF08349298	QSNSCYSYFYORTR	0	positive
UF08619757	WXVFMRKUWGIPRB	0	positive
UF09490434	RZVAJINKPMORJF	1	positive
UF09640746	YFBPRJGDJKVWAH	0	positive
UF09713697	RYYVLZVUVIJVGH	6	positive
UF09849682	PJVWKTKQMONHTI	7	positive
UF09851343	ASWVTGNCAZCNNR	2	positive
UF10731117	AAOVKJBEBIDNHE	7	positive
UF12032124	BGNTUSKZDOUZCZ	0	positive
UF12656229	RZVAJINKPMORJF	1	positive
UF12717547	HSHNITRMYYLLCV	0	positive
UF12875300	MUMGGOZAMZWBJJ	0	positive
UF13078103	VVBLNCFGVYUYGU	0	positive
UF13167145	WXVFMRKUWGIPRB	0	positive
UF13428177	XZZNDPSIHUTMOC	0	positive
UF14675427	BGNTUSKZDOUZCZ	0	positive
UF15484970	OUBMGJOQLXMSNT	0	positive
UF15810955	UGJMXCAKCUNAIE	4	positive
UF16003386	DOIRQSBPFJWKBE	0	positive
UF16146396	WSJBSKRPKADYRQ	0	positive
UF16723935	ASWVTGNCAZCNNR	2	positive
UF16915668	IOJUPLGTWVMSFF	0	positive
UF16980842	IRCMYGHHKLLGHV	0	positive
UF17590331	JOOMJVFZQRQWKR	0	positive
UF17801599	XKJMBINCVNINCA	0	positive
UF17853197	IRCMYGHHKLLGHV	0	positive
UF17884918	FHIVAFMUCKRCQO	0	positive
UF18058005	MCWXGJITAZMZEV	0	positive
UF18062781	JXCGFZXSOMJFOA	0	positive
UF18067410	IOJUPLGTWVMSFF	0	positive
UF18267589	ONCZDRURRATYFI	0	positive
UF18340992	SPFYMRJSYKOXGV	0	positive
UF19241275	JRBJSXQPQWSCCF	0	positive
UF19391750	RLFWWDJHLFCNIJ	0	positive
UF19812931	DKNWSYNQZKUICI	8	positive
UF19905158	JMTMSDXUXJISAY	0	positive
UF19917034	VEQOALNAAJBPNY	9	positive
UF20413317	CMWTZPSULFXXJA	0	positive
UF20566903	QHOQHJPRIBSPCY	0	positive
UF20607229	FEWPCPCEGBPTAL	0	positive
UF20942703	QIKYZXDTTPVVAC	0	positive
UF21240887	AJPIUNPJBFBUKK	0	positive
UF21345828	WYEHFWKAOXOVJD	0	positive
UF22036018	PZBPKYOVPCNPJY	0	positive
UF22206218	MXWJVTOOROXGIU	6	positive
