accession	inchikey1	model	ionization
LQB9164190	WAYLDHLWVYQNSQ	0	negative
LQB9164710	FPHAZHKZJQOPBU	0	negative
LQB9173099	YVMFSKMDQVDKIS	0	negative
LQB9195778	NKKUHWUBWLYVOR	0	negative
LQB9203008	ATBOMIWRCZXYSZ	0	negative
LQB9203093	LGIPKUHFCLCHJK	0	negative
LQB9218362	BSNJSZUDOMPYIR	0	negative
LQB9242585	BIABMEZBCHDPBV	0	negative
LQB9249962	KVMIIDXBXADXIM	0	negative
LQB9333270	AUXSCXICKMGRJE	0	negative
LQB9408142	ISJLLEYVLZBZHK	0	negative
LQB9473632	AMKOUQLHUASJMB	0	negative
LQB9632379	FPEVDFOXMCHLKL	0	negative
LQB9649366	IULWELDCBXQXED	0	negative
LQB9667456	PZNPLUBHRSSFHT	0	negative
LQB9668031	PENYJGUXTJATDH	0	negative
LQB9694659	FCCZDEAAQZWMGI	0	negative
LQB9698078	VWRYMIZQLPXULA	0	negative
LQB9738121	RJCZACBLQGCNCW	0	negative
LQB9749126	PMUXXFUNXMXIFC	0	negative
LQB9787267	QHPYSHVSWAOLHS	0	negative
LQB9829775	YRRQJTQXWQBPQK	0	negative
LQB9863995	GHQNERCMPIDAAU	0	negative
LQB9949178	JDWLFPUFMDBHEL	0	negative
LQB9951567	YEHAZLUVAZKVRO	0	negative
LQB9953473	YDTWOEYVDRKKCR	0	negative
LQB9982289	JAVWFBAAZSHHAD	0	negative
LQB9983888	JCLZWTOIRFULGD	0	negative
LU00455322	YHMYGUUIMTVXNW	0	negative
LU01062310	ZXVONLUNISGICL	0	negative
LU01200873	UGTJLJZQQFGTJD	0	negative
LU01515679	PTCGDEVVHUXTMP	0	negative
LU01740323	HYAFETHFCAUJAY	5	negative
LU03159640	ZUBPKHVCBGWWGO	0	negative
LU03346273	AGBQKNBQESQNJD	0	negative
LU03378834	HFCYZXMHUIHAQI	0	negative
LU03761434	VDTNNGKXZGSZIP	0	negative
LU04252670	FFFIRKXTFQCCKJ	0	negative
LU04416732	XEDWWPGWIXPVRQ	0	negative
LU04777909	UCHDFLNGIZUADY	0	negative
LU05124038	SHHKMWMIKILKQW	0	negative
LU05316710	TXFPEBPIARQUIG	0	negative
LU05664266	MARUHZGHZWCEQU	0	negative
LU05678535	OTLNPYWUJOZPPA	0	negative
LU05781104	WMYINDVYGQKYMI	0	negative
LU05968995	PHNUZKMIPFFYSO	0	negative
LU06215525	AQYMRQUYPFCXDM	0	negative
LU06513982	YVIXXPCJZAUQHJ	0	negative
LU06516776	OUDSBRTVNLOZBN	0	negative
LU06778552	NHOWDZOIZKMVAI	0	negative
LU06828861	NAVMQTYZDKMPEU	0	negative
LU07025008	JFIOVJDNOJYLKP	0	negative
LU07304862	ZOMSMJKLGFBRBS	0	negative
LU07380021	SJWQCBCAGCEWCV	0	negative
LU07639393	VCBRBUKGTWLJOB	0	negative
LU07824787	XOFYZVNMUHMLCC	0	negative
LU07899426	AMEKQAFGQBKLKX	0	negative
LU08128675	XIKIUQUXDNHBFR	0	negative
LU08226455	NFYQAEPHDGXJSY	0	negative
LU08271988	IAIWVQXQOWNYOU	0	negative
LU08495086	AUAXYMOBWXOEQD	0	negative
LU09215612	CTSLUCNDVMMDHG	0	negative
LU09291003	WUADCCWRTIWANL	7	negative
LU09907167	IMTMBDXEKMXETQ	0	negative
LU10349630	UPMXNNIRAGDFEH	0	negative
LU10418829	LMEKQMALGUDUQG	0	negative
LU10484926	GPNAVOJCQIEKQF	0	negative
LU11145851	DGFVZQGXKQCQGK	0	negative
LU11339558	SMEROWZSTRWXGI	0	negative
LU11717657	UVLBAPBHAHFJSY	0	negative
LU12039742	YZJSKRBKHCLMQC	0	negative
LU12207009	IRJQWZWMQCVOLA	0	negative
LU12525084	JTEDVYBZBROSJT	0	negative
LU12631058	VIKNJXKGJWUCNN	0	negative
LU12728242	FUSYFEXGXRDJNB	0	negative
LU12746086	ZDOOQPFIGYHZFV	0	negative
LU13382462	ZLKMOIHCHCMSFW	0	negative
LU13848066	YGCFIWIQZPHFLU	0	negative
LU14056993	SXONDGSPUVNZLO	0	negative
LU14144035	UFBJCMHMOXMLKC	0	negative
LU14310472	DOPJTDJKZNWLRB	0	negative
LU14446738	GFNANZIMVAIWHM	0	negative
LU14462764	MTMKZABGIQJAEX	0	negative
LU14703480	JZUFKLXOESDKRF	0	negative
LU14791540	NJDBZBVQIMZWPP	0	negative
LU14847105	XSAYZAUNJMRRIR	0	negative
LU14973031	DXNCZXXFRKPEPY	7	negative
LU15031653	HBBVCKCCQCQCTJ	0	negative
LU15481133	SWAJJKROCOJICG	0	negative
LU15529192	KAJICSGLHKRDLN	0	negative
LU15805349	WNLRTRBMVRJNCN	0	negative
LU15829658	MATCZHXABVLZIE	0	negative
LU15833423	NUPJIGQFXCQJBK	0	negative
LU16221176	VHCNQEUWZYOAEV	0	negative
LU16612154	DJDSLBVSSOQSLW	0	negative
LU17198694	SODPIMGUZLOIPE	0	negative
LU17360955	QULLOTSYPAOTIW	0	negative
LU17694721	DCOPUUMXTXDBNB	0	negative
LU17722118	YKBZOVFACRVRJN	0	negative
LU18804809	DDBREPKUVSBGFI	0	negative
LU19426005	UEALKTCRMBVTFN	0	negative
LU19673935	JCCBZCMSYUSCFM	0	negative
LU19780209	WYWHKKSPHMUBEB	4	negative
LU20963372	FUUFQLXAIUOWML	0	negative
LU21067657	REFJWTPEDVJJIY	6	negative
LU21146149	REEQLXCGVXDJSQ	0	negative
LU21970582	TUPKOWFPVAXQFP	0	negative
LU22392419	GFGSZUNNBQXGMK	0	negative
LU22820392	ADCUEPOHPCPMCE	0	negative
LU23373210	ZGNITFSDLCMLGI	0	negative
LU24218865	OLZQTUCTGLHFTQ	0	negative
LU24334226	MBMQEIFVQACCCH	6	negative
LU24472041	BGZZWXTVIYUUEY	0	negative
LU24550056	AUYYCJSJGJYCDS	0	negative
LU24593138	QYPNKSZPJQQLRK	0	negative
LU24981567	AWXQYTLSBPWDMJ	0	negative
LU25232327	OZOMQRBLCMDCEG	0	negative
LU25795013	CLKZWXHKFXZIMA	0	negative
LU25888056	LAOZSCRCYVBSJA	0	negative
LU26038837	NBDAHKQJXVLAID	0	negative
LU26212064	RKWGIWYCVPQPMF	0	negative
LU26227093	VEORPZCZECFIRK	0	negative
LU26235945	ULSLJYXHZDTLQK	0	negative
LU26355889	QQQYTWIFVNKMRW	0	negative
LU26481379	HWGBHCRJGXAGEU	0	negative
LU26790136	WEQAYVWKMWHEJO	2	negative
LU26861732	MKXKFYHWDHIYRV	0	negative
LU27128060	YILJWHUIUCRKEU	0	negative
LU27200666	BEZZFPOZAYTVHN	0	negative
LU27309568	ZTHYODDOHIVTJV	0	negative
LU27911743	QRUDEWIWKLJBPS	0	negative
LU28082180	RFHAOTPXVQNOHP	6	negative
LU28161959	NVGOPFQZYCNLDU	0	negative
LU28560376	NHUHCSRWZMLRLA	0	negative
LU28628037	MXORDJXBRHNWBE	0	negative
LU29041162	ZZUFCTLCJUWOSV	0	negative
LU29665196	MHWLWQUZZRMNGJ	1	negative
LU29914665	WDRGQGLIUAMOOC	0	negative
LU30658055	NLYNUTMZTCLNOO	0	negative
LU30889521	CNIGFESSDPOCKS	0	negative
LU30915687	INISTDXBRIBGOC	0	negative
LU31084524	NRXQIUSYPAHGNM	0	negative
LU31178321	OWSLGPREZQMVQP	0	negative
LU31706858	DJKGDNKYTKCJKD	0	negative
LU31727768	ZDYGKWOTFUOWOA	0	negative
LU32168596	BQGRVFPPZJPWPB	0	negative
LU32402295	XHZPRMZZQOIPDS	0	negative
LU32458643	PCCSBWNGDMYFCW	0	negative
LU32578350	LIAWQASKBFCRNR	0	negative
LU33093415	ZNNLBTZKUZBEKO	7	negative
LU33276939	HKQYGTCOTHHOMP	0	negative
LU33382291	ZBRHTUMWSDPCMI	0	negative
LU33419698	VHOGYURTWQBHIL	0	negative
LU34040772	WHKUVVPPKQRRBV	0	negative
LU34262261	PZRHRDRVRGEVNW	0	negative
LU34852009	OVBPIULPVIDEAO	1	negative
LU35106525	WBFXQKNQVZMOSQ	0	negative
LU35600733	QANMHLXAZMSUEX	0	negative
LU35699853	ACGUYXCXAPNIKK	0	negative
LU35715615	XAIPTRIXGHTTNT	0	negative
LU36482541	BZKPWHYZMXOIDC	9	negative
LU36810830	KAJJGOCSAXKXBD	0	negative
LU37291882	BBXXLROWFHWFQY	0	negative
LU37479098	GZUITABIAKMVPG	0	negative
LU37939465	YFNCATAIYKQPOO	0	negative
LU38212558	QGWIQIAWOCJRPI	0	negative
LU39230092	TXCGAZHTZHNUAI	0	negative
LU39374334	HYWYRSMBCFDLJT	0	negative
LU39559364	BBNQQADTFFCFGB	0	negative
LU40212014	PZBQVZFITSVHAW	0	negative
LU40307752	ZBBHBTPTTSWHBA	0	negative
LU40392985	KJFMBFZCATUALV	1	negative
LU41331109	GXPHKUHSUJUWKP	7	negative
LU41333025	SEOVTRFCIGRIMH	0	negative
LU41374273	DNTSIBUQMRRYIU	0	negative
LU41570588	ZJJXGWJIGJFDTL	7	negative
LU41912978	IDQHRQQSSQDLTR	0	negative
LU42583039	SMYMJHWAQXWPDB	0	negative
LU42829433	FULZLIGZKMKICU	0	negative
LU42872854	HWVNEWGKWRGSRK	0	negative
LU43782786	SZWKGOZKRMMLAJ	0	negative
LU43810164	KJADKKWYZYXHBB	0	negative
LU44096922	WKEDVNSFRWHDNR	0	negative
LU44532292	BYYMILHAKOURNM	0	negative
LU44716806	LAKWINYVWJPHQW	0	negative
LU45119959	HVDGDHBAMCBBLR	4	negative
LU45355426	NTDQQZYCCIDJRK	0	negative
LU45481284	UEJJHQNACJXSKW	0	negative
LU45728817	BIJNHUAPTJVVNQ	0	negative
LU46340277	KFZXVMNBUMVKLN	0	negative
LU46552947	AEKQMJRJRAHOAP	0	negative
LU46832339	VZCYOOQTPOCHFL	0	negative
LU46949429	ZRVUJXDFFKFLMG	6	negative
LU47026495	GXEKYRXVRROBEV	0	negative
LU47133997	SGUAFYQXFOLMHL	7	negative
LU47214132	GRLSWESXIFWOBF	0	negative
LU47262065	GVDRRZOORHCTAN	0	negative
LU47380761	AUMLVMKWJGCERZ	0	negative
LU47528145	KGYNGVVNFRUOOZ	0	negative
LU47822485	DGQLVPJVXFOQEV	0	negative
LU47968675	WBHHMMIMDMUBKC	0	negative
LU48087861	RXCPQSJAVKGONC	0	negative
LU48252470	PSZYNBSKGUBXEH	0	negative
LU48318739	GJTKAAFWJZWEPS	0	negative
LU48585587	QCAWEPFNJXQPAN	0	negative
LU48697994	NJPPVKZQTLUDBO	0	negative
LU48712956	WYKYKTKDBLFHCY	0	negative
LU48926514	RZILCCPWPBTYDO	0	negative
LU49075682	BMLIZLVNXIYGCK	0	negative
LU49399562	HFZWRUODUSTPEG	0	negative
LU49431478	NHZLNPMOSADWGC	0	negative
LU49513609	GNBHRKFJIUUOQI	0	negative
LU49817639	VYUUPUMKBLIKJV	0	negative
LU50063988	ZOCSXAVNDGMNBV	0	negative
LU50151484	VMWNQDUVQKEIOC	0	negative
LU50385273	IQVNEKKDSLOHHK	0	negative
LU50430731	FCBQJNCAKZSIAH	0	negative
LU50473635	ZKLPARSLTMPFCP	0	negative
LU51037096	QEVHRUUCFGRFIF	6	negative
LU51136053	NCEXYHBECQHGNR	0	negative
LU51333648	AEOCXXJPGCBFJA	8	negative
LU51600507	YBJHBAHKTGYVGT	1	negative
LU51709207	VHHGUBHZBLPTKL	0	negative
LU51793781	FQXQBFUUVCDIRK	0	negative
LU51994602	IXORZMNAPKEEDV	0	negative
LU52548247	ZTJORNVITHUQJA	0	negative
LU52875147	NCKMMSIFQUPKCK	0	negative
LU53137382	NQQVFXUMIDALNH	0	negative
LU53184027	ALKYHXVLJMQRLQ	0	negative
LU53884232	VTWQUFUBSCXPOW	0	negative
LU54369506	WXNRYSGJLQFHBR	0	negative
LU54652369	NRPKURNSADTHLJ	0	negative
LU54675468	HXNFUBHNUDHIGC	0	negative
LU54989385	BZNDWPRGXNILMS	0	negative
LU55545261	MOZDKDIOPSPTBH	0	negative
LU55635959	OIJHFHYPXWSVPF	0	negative
LU56274389	ZEFNOZRLAWVAQF	0	negative
LU56356059	ZEFMBAFMCSYJOO	0	negative
LU57062819	RYVIXQCRCQLFCM	0	negative
LU57243700	IGLVCWPPISIXPR	0	negative
LU57250076	OEMJXSVJXPIFMA	0	negative
LU57280345	MEFQWPUMEMWTJP	0	negative
LU57301841	YNVKAENVJKEMOU	0	negative
LU57321190	RSVPPPHXAASNOL	0	negative
LU57512617	PMHURSZHKKJGBM	0	negative
LU57646990	NBQCNZYJJMBDKY	0	negative
LU57807793	KVJXBPDAXMEYOA	0	negative
LU58302793	KNAHARQHSZJURB	4	negative
LU58339811	NIBCDDKWFDEBEP	0	negative
LU58423711	LFULEKSKNZEWOE	0	negative
LU58519274	JLRGJRBPOGGCBT	0	negative
LU59040951	ONWXNHPOAGOMTG	8	negative
LU59357782	XVOKUMIPKHGGTN	0	negative
LU59690815	OCSHTBUKRNOLMC	0	negative
LU59916014	KYPYTERUKNKOLP	0	negative
LU60842845	QYZRHDNGOVTVDB	0	negative
LU60892491	RVKCCVTVZORVGD	0	negative
LU61824441	FFFPYJTVNSSLBQ	0	negative
LU62026025	CFBYEGUGFPZCNF	0	negative
LU62069834	CABMTIJINOIHOD	0	negative
LU62142866	XXYMSQQCBUKFHE	0	negative
LU62434473	WIIZWVCIJKGZOK	0	negative
LU62634192	IYOLBFFHPZOQGW	0	negative
LU63394226	MIQPIUSUKVNLNT	0	negative
LU63416579	GLWWLNJJJCTFMZ	0	negative
LU63440233	IVUXTESCPZUGJC	0	negative
LU63476046	KVSKGMLNBAPGKH	0	negative
LU63600166	GWNOTCOIYUNTQP	0	negative
LU63925169	TVIDDXQYHWJXFK	9	negative
LU63958624	ZSBDGXGICLIJGD	0	negative
LU64397140	IUQAXCIUEPFPSF	0	negative
LU64527302	OFKAVNQBCRJBJE	0	negative
LU64591352	XUFQPHANEAPEMJ	9	negative
LU64685339	SKZKKFZAGNVIMN	0	negative
LU64860594	NJGCRMAPOWGWMW	0	negative
LU65376204	SZRPDCCEHVWOJX	8	negative
LU65835721	YTRMTPPVNRALON	0	negative
LU68219239	CYESCLHCWJKRKM	0	negative
LU69012082	IYRMWMYZSQPJKC	6	negative
LU69467688	CNKHSLKYRMDDNQ	0	negative
LU70284537	FQNKTJPBXAZUGC	0	negative
LU70434452	VGZSUPCWNCWDAN	1	negative
LU70467629	OWRCNXZUPFZXOS	0	negative
LU70646026	ZZCHHVUQYRMYLW	0	negative
LU70822410	RTIXKCRFFJGDFG	0	negative
LU71087730	OJYGBLRPYBAHRT	0	negative
LU71129792	QHDYIMWKSCJTIM	0	negative
LU71266747	CJCSPKMFHVPWAR	7	negative
LU71272029	HEMJJKBWTPKOJG	0	negative
LU71365309	DJNZZLZKAXGMMC	0	negative
LU72021335	VEMDQCGHZNXORX	0	negative
LU72387131	PBBGSZCBWVPOOL	0	negative
LU72674878	YPQLFJODEKMJEF	0	negative
LU72685895	YHUVMHKAHWKQBI	0	negative
LU72965409	CXMXRPHRNRROMY	1	negative
LU73075430	XEANIURBPHCHMG	0	negative
LU73507524	HGBGXSPIBLZGHS	0	negative
LU73550070	ZETBBVYSBABLHL	0	negative
LU73631623	WURBVZBTWMNKQT	5	negative
LU73879948	SBNFWQZLDJGRLK	0	negative
LU73989521	QNXAVFXEJCPCJO	0	negative
LU74289967	SYJGKVOENHZYMQ	0	negative
LU74875774	IIBYAHWJQTYFKB	0	negative
LU75586331	HYYBABOKPJLUIN	0	negative
LU75931609	RIKCMEDSBFQFAL	0	negative
LU75955291	AFIIBUOYKYSPKB	0	negative
LU75970421	SJDACOMXKWHBOW	0	negative
LU76320596	ASOKPJOREAFHNY	0	negative
LU76658186	XBZBRCVCSVLJJZ	0	negative
LU76868554	XSDQTOBWRPYKKA	0	negative
LU76896198	XRHGYUZYPHTUJZ	0	negative
LU77202029	OFDYMSKSGFSLLM	0	negative
LU77623451	JWUCHKBSVLQQCO	0	negative
LU77650561	GPXLRLUVLMHHIK	0	negative
LU78152554	XMTQQYYKAHVGBJ	8	negative
LU78810246	VPWNQTHUCYMVMZ	0	negative
LU79175436	DDLBHIIDBLGOTE	0	negative
LU79766616	ODJQKYXPKWQWNK	0	negative
LU79947463	PQDRCVHHJPMGKO	0	negative
LU79981278	XLYMOEINVGRTEX	0	negative
LU80169167	XKNKHVGWJDPIRJ	0	negative
LU80453294	MWYHLEQJTQJHSS	8	negative
LU80992455	YWTYJOPNNQFBPC	0	negative
LU81270488	CZSSKBQAJULWPY	0	negative
LU81387909	YVUQSNJEYSNKRX	6	negative
LU81504529	WMBWREPUVVBILR	6	negative
LU81941411	NDDAHWYSQHTHNT	0	negative
LU82105688	XPAZGLFMMUODDK	0	negative
LU82123788	NUFNQYOELLVIPL	0	negative
LU82764935	WYEHFWKAOXOVJD	0	negative
LU83094168	XWXYUMMDTVBTOU	0	negative
LU83279260	SRSXLGNVWSONIS	0	negative
LU83352888	ZTENZJJCFACIAK	0	negative
LU83589012	RZEKVGVHFLEQIL	0	negative
LU83758408	HUBANNPOLNYSAD	0	negative
LU83776122	AHXGXXJEEHFHDK	0	negative
LU84284474	CXVGEDCSTKKODG	0	negative
LU84393174	IUHMIOAKWHUFKU	0	negative
LU85071482	NBNTWDUNCHRWMT	0	negative
LU85160101	GHOKWGTUZJEAQD	0	negative
LU85628097	FDDDEECHVMSUSB	8	negative
LU85796297	HEFNNWSXXWATRW	0	negative
LU86066329	ULULAZKOCFNOIM	0	negative
LU86097128	RANCECPPZPIPNO	0	negative
LU86441252	PKOFBDHYTMYVGJ	0	negative
LU86622434	TVVXHFWWAYXBNC	0	negative
LU86632778	OHCQJHSOBUTRHG	0	negative
LU86741155	WHWMOMRHHQLBQQ	0	negative
LU86922958	QEGVVEOAVNHRAA	0	negative
LU87175737	OMSPUVWUIHNYCS	0	negative
LU87662992	MDNWOSOZYLHTCG	0	negative
LU87712933	HMNKTRSOROOSPP	0	negative
LU88392248	IKQCSJBQLWJEPU	0	negative
LU88439134	HXHWSAZORRCQMX	0	negative
LU88510777	WYEMLYFITZORAB	0	negative
LU89285788	SAPGTCDSBGMXCD	0	negative
LU89669646	FFHQNQNMELQOEF	0	negative
LU90068796	KOKXXPKAPFSRCR	0	negative
LU90525507	XMVJITFPVVRMHC	0	negative
LU91102730	HCZKYJDFEPMADG	6	negative
LU91426188	DNUAYCRATWAJQE	0	negative
LU91627125	BACYUWVYYTXETD	0	negative
LU91789669	BEOZJBLIRPRMJM	0	negative
LU92071330	LKJPYSCBVHEWIU	0	negative
LU92264954	AAPVQEMYVNZIOO	0	negative
LU92393875	LWBHHRRTOZQPDM	0	negative
LU92413754	QGHREAKMXXNCOA	1	negative
LU92712882	ULQISTXYYBZJSJ	0	negative
LU92969702	PWPJGUXAGUPAHP	0	negative
LU92987625	VYKKDKFTDMVOBU	0	negative
LU93320177	QZXATCCPQKOEIH	0	negative
LU93447706	GOCUAJYOYBLQRH	0	negative
LU93538564	BIXZHMJUSMUDOQ	0	negative
LU93704688	ZFVMWEVVKGLCIJ	0	negative
LU93771844	XKJMBINCVNINCA	0	negative
LU93828785	UQRLKWGPEVNVHT	0	negative
LU93847461	PTOAARAWEBMLNO	0	negative
LU94223717	YASYVMFAVPKPKE	1	negative
LU94364505	CBVCZFGXHXORBI	0	negative
LU94410484	XESZUVZBAMCAEJ	0	negative
LU94629350	PVSGXWMWNRGTKE	0	negative
LU94971873	RGOVYLWUIBMPGK	6	negative
LU95424511	ADIMAYPTOBDMTL	0	negative
LU96047565	QELSKZZBTMNZEB	0	negative
LU96383154	VMXUWOKSQNHOCA	0	negative
LU96800335	RRRXPPIDPYTNJG	0	negative
LU97270455	OWNAXTAAAQTBSP	0	negative
LU97382337	MUJOIMFVNIBMKC	0	negative
LU99105298	PGOOBECODWQEAB	0	negative
LU99233799	FXKFFTMLFPWYFH	0	negative
LU99255855	NWBJYWHLCVSVIJ	0	negative
LU99275501	DBABZHXKTCFAPX	8	negative
LU99371619	XFJIYNUISLDNLP	0	negative
LU99628046	TUZYXOIXSAXUGO	0	negative
LU99666731	MQCPOLNSJCWPGT	0	negative
LU99752034	RRNIZKPFKNDSRS	0	negative
PR00389595	XNLDDWIYGNQHQN	0	negative
PR00441188	MYHSVHWQEVDFQT	0	negative
PR00619661	LAQLCZKPJGMFRM	0	negative
PR00690647	PNOLBYVRLYUCIC	0	negative
PR00918866	IBEZGTWSSFFKNB	0	negative
PR01105388	DUBCCGAQYVUYEU	0	negative
PR01224978	VYGRYVGDPYFVCA	0	negative
PR01317112	CXQWRCVTCMQVQX	3	negative
PR01421918	HJRVLGWTJSLQIG	0	negative
PR01618147	XLTFNNCXVBYBSX	0	negative
PR01659793	JDCPEKQWFDWQLI	0	negative
PR01674990	UZLBTLIRYSYTRG	0	negative
PR01978353	MVFYXXNAFZRZAM	0	negative
PR02162738	RPMNUQRUHXIGHK	0	negative
PR02564251	WTGXAWKVZMQEDA	0	negative
PR02585080	ILRCGYURZSFMEG	0	negative
PR02761945	RGRKFKRAFZJQMS	0	negative
PR02790588	URFCJEUYXNAHFI	4	negative
PR03426190	DROXVBRNXCRUHP	0	negative
PR03618435	GZSOSUNBTXMUFQ	0	negative
PR03920513	YDQWDHRMZQUTBA	0	negative
PR04065615	PATJZXBBUQEFOY	0	negative
PR04398397	ITENTBHADJNDDH	0	negative
PR04436851	VCMIRXRRQJNZJT	0	negative
PR04744731	JWAGJGCOOSEMAU	0	negative
PR04982089	TXDUTHBFYKGSAH	0	negative
PR04993010	SBHXYTNGIZCORC	0	negative
PR05277716	RAGZUCNPTLULOL	0	negative
PR05339931	WFRQIKSNAYYUJZ	0	negative
PR05815953	FLJRXICXLUZYBE	0	negative
PR05960419	LELBFTMXCIIKKX	0	negative
PR06016926	UQZIYBXSHAGNOE	0	negative
PR06178743	WYQVAPGDARQUBT	0	negative
PR06316273	DXYUAIFZCFRPTH	0	negative
PR06317074	QEEBRPGZBVVINN	0	negative
PR06322747	DBHKHNGBVGWQJE	0	negative
PR06354442	OXGUCUVFOIWWQJ	0	negative
PR06499044	COVOPZQGJGUPEY	0	negative
PR06582050	QUQPHWDTPGMPEX	0	negative
PR06849386	WCVUIHQUPRXYKT	0	negative
PR07064236	QIVBCDIJIAJPQS	0	negative
PR07087679	FWZXNPNHUWFOCM	0	negative
PR07179110	SODLPGVKTPLRNA	0	negative
PR07250668	AGBCLJAHARWNLA	0	negative
PR07358784	NTDLXWMIWOECHG	0	negative
PR07732263	GNMXZMIENAWWKB	0	negative
PR07807381	DXDRHHKMWQZJHT	0	negative
PR07985500	ONAAMCDHQSWPDU	0	negative
PR08538051	QEJIXVVELVKWFA	0	negative
PR08658853	PFDUUKDQEHURQC	0	negative
PR08698350	BKAKNBQTKDWIDR	0	negative
PR08794411	IKMDFBPHZNJCSN	0	negative
PR08823235	BMLIIPOXVWESJG	0	negative
PR08891107	HITJFUSPLYBJPE	0	negative
PR08930172	MOTZDAYCYVMXPC	0	negative
PR09363515	CGKWSLSAYABZTL	0	negative
PR09439761	SYRURBPRFQUYQS	0	negative
PR09579923	VMOJEEZNLOLYBG	0	negative
PR09602823	VWQASRWQZBVNEI	0	negative
PR09615987	XZYIQKMSOAQJCG	0	negative
PR09652950	QQGLQYQXUKHWPX	0	negative
PR09735876	DOSMRIGRPILHCA	0	negative
PR09762775	PZZRDJXEMZMZFD	0	negative
PR09775125	AIFRHYZBTHREPW	0	negative
PR10076447	ASWBNKHCZGQVJV	0	negative
PR10598144	VXTDUGOBAOLMED	0	negative
PR10673469	GMMCESHTNIUAQD	0	negative
PR10910848	PTDAHAWQAGSZDD	0	negative
PR11230848	AADVZSXPNRLYLV	0	negative
PR11235631	XWRHBGVVCOSNKO	0	negative
PR11260056	XBUXARJOYUQNTC	0	negative
PR11262410	KMOUJOKENFFTPU	0	negative
PR11415283	VTMFDSJJVNQXLT	0	negative
PR11623363	CBTFERBMQQAROP	0	negative
PR11626811	HFGSQOYIOKBQOW	0	negative
PR11821599	IBFYXTRXDNAPMM	0	negative
PR11878200	SNPYJWZTTUVUIS	0	negative
PR12235004	RNVUDWOQYYWXBJ	0	negative
PR12286640	IPQVTOJGNYVQEO	0	negative
PR12451758	PQPRTPXWQQQKJC	0	negative
PR12495124	HUSISCNTLUEZCN	0	negative
PR12642570	YVYMBNSKXOXSKW	0	negative
PR12763727	BHWUKOCNOLCGLB	0	negative
PR12851638	FBMORZZOJSDNRQ	0	negative
PR13093885	QEVHRUUCFGRFIF	6	negative
PR13130620	LMNDKWXDMBGGAL	0	negative
PR13292095	FUXBESIRIBMOMU	0	negative
PR13376625	MLWDGPFGTFOLRJ	0	negative
PR13484107	MADZMXIFUWFDJK	0	negative
PR13602292	ODHCTXKNWHHXJC	0	negative
PR13702913	TVUGLERLRIQATC	0	negative
PR13781763	NLAWPKPYBMEWIR	0	negative
PR13841811	ZZFQYZCZBBRLTI	0	negative
PR13965201	VZCYOOQTPOCHFL	0	negative
PR14111595	PUETUDUXMCLALY	0	negative
PR14114170	BLGXFZZNTVWLAY	0	negative
PR14181881	TZBJGXHYKVUXJN	3	negative
PR14249106	OGYHCBGORZWBPH	0	negative
PR14653834	BXNJHAXVSOCGBA	8	negative
PR14660281	RAFHNDRXYHOLSH	0	negative
PR14858770	DFVRTHJUFCVHTR	0	negative
PR14934935	HKSDVVJONLXYKL	0	negative
PR15146341	FIIYLNUSFHWRAF	0	negative
PR15254511	BCVIOZZGJNOEQS	0	negative
PR15292384	BZPDIKFPGLGIHP	0	negative
PR15292845	VUGRLRAUZWGZJP	0	negative
PR15513328	LBRPLJCNRZUXLS	0	negative
PR15557982	HQNOUCSPWAGQND	0	negative
PR15702320	NLAWPKPYBMEWIR	0	negative
PR15914367	XGEYXJDOVMEJNG	0	negative
PR15924688	KDYFGRWQOYBRFD	0	negative
PR16175636	WLGDDELKYAWBBL	0	negative
PR16180409	HVDGDHBAMCBBLR	4	negative
PR16221905	AFCDXKGLUDDXCK	0	negative
PR16319304	DRTQHJPVMGBUCF	2	negative
PR16564816	DGGOLFCPSUVVHX	0	negative
PR17303156	PUETUDUXMCLALY	0	negative
PR17446958	NWEOPKVXZATAQT	0	negative
PR17465900	CNPMAFLUEHEXRE	0	negative
PR17760838	MKMCJLMBVKHUMS	0	negative
PR17842906	LZJRNLRASBVRRX	0	negative
PR17944323	MISLOXVLNGPFID	0	negative
PR18183537	QJGJAMWLRCWSIH	0	negative
PR18299867	YFVGIJBUXMQFOF	0	negative
PR18413073	JMFWYRWPJVEZPV	0	negative
PR18701531	VVOAZFWZEDHOOU	0	negative
PR19265869	AIONOLUJZLIMTK	0	negative
PR19627883	MLWDGPFGTFOLRJ	0	negative
PR19790271	GZYPWOGIYAIIPV	0	negative
PR19918793	TYFQFVWCELRYAO	0	negative
PR19937417	YKRGDOXKVOZESV	0	negative
PR20034674	VWKBHQGCNGULAZ	0	negative
PR20331331	KYWSCMDFVARMPN	0	negative
PR20614128	QFDVZERXJLVROF	0	negative
PR20811823	TTZWEOINXHJHCY	0	negative
PR20921644	XNGXWSFSJIQMNC	0	negative
PR21181439	IOUVKUPGCMBWBT	0	negative
PR21221834	ZVTVWDXRNMHGNY	0	negative
PR21393117	ASQHVCDULHERIH	0	negative
PR21448114	GDVRUDXLQBVIKP	0	negative
PR21505023	IUJLIWQDGYFELW	0	negative
PR21610117	IZQSVPBOUDKVDZ	7	negative
PR21646029	VVOAZFWZEDHOOU	0	negative
PR21808189	RYHDIBJJJRNDSX	0	negative
PR21814397	LOCBOCXGFMHGIJ	0	negative
PR22066587	OQYZCCKCJQWHIE	0	negative
